时间t,纵向位移X,横向位移Y,垂向位移Z,横倾角Phi,纵倾角Theta,首向角Psi,船型,浪级,浪向角,吃水,航速
628.5,0.019,-0.011,0.022,8.903,5.173,-0.011,0,6,30,6,0
629,0.017,-0.017,0.023,7.575,6.114,-0.019,0,6,30,6,0
629.5,0.011,-0.02,0.022,5.034,6.69,-0.027,0,6,30,6,0
630,0.005,-0.02,0.02,2.003,6.905,-0.034,0,6,30,6,0
630.5,0,-0.017,0.016,-1.201,6.693,-0.039,0,6,30,6,0
631,-0.003,-0.012,0.012,-4.07,6.064,-0.041,0,6,30,6,0
631.5,-0.004,-0.007,0.008,-5.885,5.099,-0.039,0,6,30,6,0
632,-0.003,-0.003,0.004,-6.732,3.787,-0.033,0,6,30,6,0
632.5,0,0,0,-6.563,2.218,-0.024,0,6,30,6,0
633,0.004,0.001,-0.004,-5.51,0.482,-0.013,0,6,30,6,0
633.5,0.007,0,-0.007,-3.924,-1.326,0,0,6,30,6,0
634,0.011,-0.003,-0.011,-2.536,-3.165,0.012,0,6,30,6,0
634.5,0.013,-0.008,-0.015,-2.026,-4.985,0.023,0,6,30,6,0
635,0.015,-0.015,-0.02,-2.968,-6.758,0.031,0,6,30,6,0
635.5,0.014,-0.024,-0.027,-5.28,-8.393,0.036,0,6,30,6,0
636,0.009,-0.033,-0.033,-8.297,-9.76,0.037,0,6,30,6,0
636.5,0,-0.04,-0.039,-11.345,-10.777,0.037,0,6,30,6,0
637,-0.011,-0.042,-0.042,-13.663,-11.358,0.036,0,6,30,6,0
637.5,-0.023,-0.039,-0.044,-14.872,-11.492,0.034,0,6,30,6,0
638,-0.031,-0.031,-0.043,-14.89,-11.196,0.033,0,6,30,6,0
638.5,-0.036,-0.021,-0.04,-13.652,-10.474,0.031,0,6,30,6,0
639,-0.036,-0.01,-0.036,-11.862,-9.461,0.029,0,6,30,6,0
639.5,-0.031,0,-0.03,-9.69,-8.172,0.026,0,6,30,6,0
640,-0.024,0.007,-0.024,-7.468,-6.684,0.022,0,6,30,6,0
640.5,-0.017,0.01,-0.019,-5.882,-5.14,0.017,0,6,30,6,0
641,-0.011,0.011,-0.015,-5.513,-3.685,0.01,0,6,30,6,0
641.5,-0.006,0.011,-0.012,-6.383,-2.398,0.001,0,6,30,6,0
642,-0.003,0.011,-0.011,-7.96,-1.3,-0.008,0,6,30,6,0
642.5,0,0.01,-0.01,-9.358,-0.362,-0.016,0,6,30,6,0
643,0.002,0.009,-0.009,-10.359,0.335,-0.021,0,6,30,6,0
643.5,0.004,0.007,-0.008,-10.73,0.77,-0.024,0,6,30,6,0
644,0.005,0.005,-0.007,-10.13,0.975,-0.024,0,6,30,6,0
644.5,0.005,0.003,-0.006,-9.102,0.859,-0.022,0,6,30,6,0
645,0.006,0.002,-0.006,-7.906,0.447,-0.017,0,6,30,6,0
645.5,0.006,0,-0.006,-6.406,-0.161,-0.011,0,6,30,6,0
646,0.007,-0.002,-0.007,-4.651,-0.89,-0.004,0,6,30,6,0
646.5,0.006,-0.003,-0.007,-2.648,-1.631,0.004,0,6,30,6,0
647,0.005,-0.005,-0.007,-0.801,-2.351,0.011,0,6,30,6,0
647.5,0.004,-0.007,-0.008,0.455,-3.016,0.017,0,6,30,6,0
648,0.002,-0.008,-0.008,1.022,-3.563,0.021,0,6,30,6,0
648.5,0,-0.009,-0.009,1.295,-3.875,0.024,0,6,30,6,0
649,-0.002,-0.009,-0.009,1.402,-3.924,0.024,0,6,30,6,0
649.5,-0.004,-0.008,-0.008,1.36,-3.708,0.023,0,6,30,6,0
650,-0.005,-0.005,-0.008,1.134,-3.256,0.02,0,6,30,6,0
650.5,-0.005,-0.003,-0.006,1.006,-2.557,0.016,0,6,30,6,0
651,-0.004,-0.001,-0.004,0.892,-1.688,0.011,0,6,30,6,0
651.5,-0.002,0,-0.002,0.481,-0.761,0.005,0,6,30,6,0
652,0.001,0,0.001,0.002,0.199,-0.001,0,6,30,6,0
652.5,0.002,-0.001,0.003,-0.368,1.14,-0.007,0,6,30,6,0
653,0.004,-0.004,0.005,-0.328,2.048,-0.012,0,6,30,6,0
653.5,0.004,-0.007,0.007,-0.088,2.823,-0.016,0,6,30,6,0
654,0.003,-0.009,0.009,0.443,3.459,-0.018,0,6,30,6,0
654.5,0,-0.012,0.011,1.208,3.921,-0.019,0,6,30,6,0
655,-0.003,-0.013,0.013,2.02,4.18,-0.019,0,6,30,6,0
655.5,-0.007,-0.012,0.014,2.692,4.221,-0.018,0,6,30,6,0
656,-0.01,-0.01,0.013,2.938,4.016,-0.016,0,6,30,6,0
656.5,-0.011,-0.006,0.012,2.857,3.613,-0.014,0,6,30,6,0
657,-0.01,-0.003,0.01,2.523,3.044,-0.012,0,6,30,6,0
657.5,-0.008,0,0.008,2.068,2.358,-0.009,0,6,30,6,0
658,-0.006,0.002,0.006,1.625,1.605,-0.006,0,6,30,6,0
658.5,-0.003,0.002,0.004,1.668,0.905,-0.002,0,6,30,6,0
659,-0.002,0.002,0.003,2.239,0.299,0.003,0,6,30,6,0
659.5,-0.001,0.002,0.003,3.238,-0.169,0.007,0,6,30,6,0
660,-0.001,0.003,0.003,4.523,-0.462,0.011,0,6,30,6,0
660.5,0,0.003,0.003,5.291,-0.668,0.014,0,6,30,6,0
661,0.001,0.002,0.002,4.689,-0.892,0.014,0,6,30,6,0
661.5,0,-0.001,-0.001,2.555,-1.163,0.011,0,6,30,6,0
662,-0.003,-0.003,-0.005,-0.703,-1.47,0.007,0,6,30,6,0
662.5,-0.008,-0.005,-0.009,-4.398,-1.794,0.001,0,6,30,6,0
663,-0.013,-0.003,-0.013,-7.744,-2.105,-0.003,0,6,30,6,0
663.5,-0.016,0,-0.015,-9.95,-2.359,-0.006,0,6,30,6,0
664,-0.017,0.004,-0.017,-10.825,-2.58,-0.006,0,6,30,6,0
664.5,-0.015,0.009,-0.017,-10.448,-2.783,-0.005,0,6,30,6,0
665,-0.012,0.012,-0.016,-8.943,-2.952,-0.001,0,6,30,6,0
665.5,-0.007,0.013,-0.014,-6.707,-3.087,0.004,0,6,30,6,0
666,-0.003,0.012,-0.013,-4.431,-3.22,0.009,0,6,30,6,0
666.5,0,0.011,-0.011,-2.565,-3.336,0.013,0,6,30,6,0
667,0.003,0.01,-0.01,-1.451,-3.429,0.016,0,6,30,6,0
667.5,0.005,0.009,-0.01,-1.348,-3.507,0.017,0,6,30,6,0
668,0.008,0.008,-0.011,-1.925,-3.507,0.015,0,6,30,6,0
668.5,0.01,0.006,-0.011,-2.457,-3.332,0.013,0,6,30,6,0
669,0.01,0.003,-0.01,-2.343,-2.923,0.011,0,6,30,6,0
669.5,0.008,0,-0.008,-1.623,-2.321,0.01,0,6,30,6,0
670,0.004,-0.001,-0.004,-0.365,-1.545,0.008,0,6,30,6,0
670.5,0,0,-0.001,1.259,-0.633,0.006,0,6,30,6,0
671,-0.003,0.003,0.004,3.028,0.373,0.004,0,6,30,6,0
671.5,-0.004,0.007,0.008,4.613,1.41,0.001,0,6,30,6,0
672,-0.003,0.012,0.012,5.94,2.457,-0.002,0,6,30,6,0
672.5,0,0.016,0.015,6.762,3.441,-0.006,0,6,30,6,0
673,0.005,0.018,0.018,6.97,4.309,-0.01,0,6,30,6,0
673.5,0.01,0.017,0.019,6.612,5.021,-0.015,0,6,30,6,0
674,0.015,0.015,0.02,5.86,5.548,-0.019,0,6,30,6,0
674.5,0.018,0.01,0.02,4.851,5.854,-0.023,0,6,30,6,0
675,0.019,0.005,0.019,3.619,5.895,-0.025,0,6,30,6,0
675.5,0.017,0,0.017,2.104,5.622,-0.027,0,6,30,6,0
676,0.014,-0.004,0.014,0.706,5.085,-0.026,0,6,30,6,0
676.5,0.01,-0.006,0.011,-0.453,4.291,-0.024,0,6,30,6,0
677,0.006,-0.006,0.008,-1.181,3.296,-0.02,0,6,30,6,0
677.5,0.002,-0.004,0.005,-1.266,2.182,-0.014,0,6,30,6,0
678,0.001,-0.002,0.002,-0.824,0.998,-0.007,0,6,30,6,0
678.5,0,0.001,-0.001,-0.354,-0.249,0.001,0,6,30,6,0
679,0.001,0.004,-0.004,-0.009,-1.479,0.008,0,6,30,6,0
679.5,0.004,0.006,-0.007,0.048,-2.637,0.014,0,6,30,6,0
680,0.007,0.007,-0.01,-0.254,-3.662,0.019,0,6,30,6,0
680.5,0.011,0.006,-0.012,-0.76,-4.478,0.023,0,6,30,6,0
681,0.014,0.004,-0.014,-1.359,-5.042,0.025,0,6,30,6,0
681.5,0.016,0,-0.016,-1.998,-5.336,0.025,0,6,30,6,0
682,0.016,-0.004,-0.016,-2.503,-5.337,0.024,0,6,30,6,0
682.5,0.014,-0.008,-0.016,-2.584,-5.017,0.022,0,6,30,6,0
683,0.01,-0.01,-0.013,-1.933,-4.351,0.02,0,6,30,6,0
683.5,0.005,-0.008,-0.009,-0.459,-3.351,0.017,0,6,30,6,0
684,0.001,-0.004,-0.004,1.327,-2.128,0.014,0,6,30,6,0
684.5,0,0.001,0.001,2.998,-0.764,0.01,0,6,30,6,0
685,0.001,0.005,0.005,3.955,0.599,0.004,0,6,30,6,0
685.5,0.004,0.007,0.008,3.766,1.838,-0.003,0,6,30,6,0
686,0.007,0.007,0.01,2.518,2.884,-0.011,0,6,30,6,0
686.5,0.009,0.005,0.01,0.539,3.682,-0.019,0,6,30,6,0
687,0.009,0.002,0.009,-1.87,4.167,-0.026,0,6,30,6,0
687.5,0.008,0,0.007,-4.233,4.316,-0.031,0,6,30,6,0
688,0.005,-0.001,0.005,-6.173,4.111,-0.034,0,6,30,6,0
688.5,0.002,-0.001,0.003,-7.338,3.576,-0.033,0,6,30,6,0
689,0,0,0,-7.557,2.745,-0.029,0,6,30,6,0
689.5,-0.001,0.001,-0.001,-6.483,1.742,-0.022,0,6,30,6,0
690,-0.001,0.002,-0.002,-4.298,0.636,-0.012,0,6,30,6,0
690.5,0,0.003,-0.003,-1.485,-0.503,0,0,6,30,6,0
691,0.001,0.003,-0.003,1.388,-1.602,0.011,0,6,30,6,0
691.5,0.002,0.003,-0.003,3.957,-2.557,0.021,0,6,30,6,0
692,0.002,0.002,-0.003,5.9,-3.288,0.029,0,6,30,6,0
692.5,0.003,0.002,-0.004,6.898,-3.753,0.033,0,6,30,6,0
693,0.004,0.001,-0.004,6.832,-3.923,0.034,0,6,30,6,0
693.5,0.004,0,-0.004,6.022,-3.746,0.032,0,6,30,6,0
694,0.004,-0.001,-0.004,4.697,-3.243,0.027,0,6,30,6,0
694.5,0.003,-0.002,-0.004,3.075,-2.462,0.019,0,6,30,6,0
695,0.002,-0.002,-0.002,1.559,-1.444,0.011,0,6,30,6,0
695.5,0,0,0,0.441,-0.259,0.002,0,6,30,6,0
696,-0.001,0.003,0.003,-0.078,1.017,-0.006,0,6,30,6,0
696.5,0,0.006,0.006,0.188,2.323,-0.012,0,6,30,6,0
697,0.003,0.01,0.01,0.839,3.515,-0.018,0,6,30,6,0
697.5,0.007,0.012,0.013,1.494,4.491,-0.022,0,6,30,6,0
698,0.011,0.011,0.015,1.949,5.186,-0.025,0,6,30,6,0
698.5,0.015,0.008,0.016,1.865,5.516,-0.026,0,6,30,6,0
699,0.016,0.004,0.016,1.253,5.472,-0.027,0,6,30,6,0
699.5,0.014,0,0.014,0.459,5.103,-0.027,0,6,30,6,0
700,0.012,-0.003,0.012,-0.202,4.458,-0.025,0,6,30,6,0
700.5,0.008,-0.005,0.009,-0.369,3.626,-0.02,0,6,30,6,0
701,0.005,-0.005,0.007,-0.145,2.633,-0.015,0,6,30,6,0
701.5,0.002,-0.004,0.004,0.096,1.492,-0.008,0,6,30,6,0
702,0,-0.001,0.001,0.423,0.308,-0.001,0,6,30,6,0
702.5,0,0.002,-0.002,0.756,-0.855,0.006,0,6,30,6,0
703,0.001,0.004,-0.004,1.371,-1.858,0.013,0,6,30,6,0
703.5,0.003,0.005,-0.005,1.886,-2.702,0.018,0,6,30,6,0
704,0.005,0.005,-0.007,2.001,-3.365,0.022,0,6,30,6,0
704.5,0.007,0.004,-0.008,1.91,-3.768,0.024,0,6,30,6,0
705,0.008,0.002,-0.008,1.886,-3.855,0.025,0,6,30,6,0
705.5,0.007,0,-0.007,2.372,-3.551,0.024,0,6,30,6,0
706,0.004,-0.001,-0.004,3.45,-2.861,0.022,0,6,30,6,0
706.5,0.001,0,-0.001,4.735,-1.867,0.019,0,6,30,6,0
707,-0.003,0.003,0.003,5.749,-0.671,0.015,0,6,30,6,0
707.5,-0.004,0.007,0.007,6.233,0.64,0.008,0,6,30,6,0
708,-0.003,0.011,0.011,6.093,1.98,0.001,0,6,30,6,0
708.5,0,0.014,0.014,5.723,3.328,-0.007,0,6,30,6,0
709,0.005,0.017,0.017,5.216,4.592,-0.015,0,6,30,6,0
709.5,0.01,0.017,0.019,4.851,5.73,-0.022,0,6,30,6,0
710,0.016,0.016,0.022,4.553,6.642,-0.027,0,6,30,6,0
710.5,0.02,0.012,0.022,3.884,7.191,-0.032,0,6,30,6,0
711,0.023,0.006,0.023,3.308,7.426,-0.034,0,6,30,6,0
711.5,0.024,0,0.023,3.529,7.435,-0.034,0,6,30,6,0
712,0.023,-0.006,0.023,4.4,7.193,-0.031,0,6,30,6,0
712.5,0.021,-0.012,0.023,5.762,6.736,-0.026,0,6,30,6,0
713,0.017,-0.017,0.023,7.246,6.077,-0.019,0,6,30,6,0
713.5,0.011,-0.02,0.022,8.897,5.329,-0.012,0,6,30,6,0
714,0.006,-0.022,0.022,10.632,4.574,-0.005,0,6,30,6,0
714.5,0,-0.022,0.021,12.072,3.845,0.002,0,6,30,6,0
715,-0.005,-0.021,0.021,13.174,3.233,0.007,0,6,30,6,0
715.5,-0.01,-0.018,0.02,14.032,2.819,0.011,0,6,30,6,0
716,-0.015,-0.015,0.02,14.339,2.587,0.013,0,6,30,6,0
716.5,-0.018,-0.011,0.02,14.59,2.655,0.013,0,6,30,6,0
717,-0.022,-0.006,0.022,15.134,3.065,0.012,0,6,30,6,0
717.5,-0.026,0,0.025,16.114,3.824,0.01,0,6,30,6,0
718,-0.029,0.008,0.029,17.444,4.894,0.006,0,6,30,6,0
718.5,-0.03,0.017,0.034,19.056,6.239,0.002,0,6,30,6,0
719,-0.028,0.028,0.039,20.257,7.692,-0.004,0,6,30,6,0
719.5,-0.022,0.038,0.043,20.686,9.152,-0.011,0,6,30,6,0
720,-0.012,0.046,0.046,19.989,10.471,-0.019,0,6,30,6,0
720.5,0,0.048,0.047,17.971,11.51,-0.029,0,6,30,6,0
721,0.012,0.045,0.045,14.612,12.135,-0.038,0,6,30,6,0
721.5,0.022,0.038,0.042,10.494,12.305,-0.047,0,6,30,6,0
722,0.027,0.027,0.037,6.411,12.012,-0.053,0,6,30,6,0
722.5,0.029,0.017,0.032,2.732,11.206,-0.056,0,6,30,6,0
723,0.026,0.007,0.026,-0.202,9.896,-0.054,0,6,30,6,0
723.5,0.02,0,0.02,-1.923,8.17,-0.048,0,6,30,6,0
724,0.013,-0.004,0.013,-2.848,6.013,-0.038,0,6,30,6,0
724.5,0.005,-0.003,0.005,-3.956,3.383,-0.026,0,6,30,6,0
725,-0.003,0.003,-0.004,-5.205,0.451,-0.012,0,6,30,6,0
725.5,-0.006,0.011,-0.013,-6.275,-2.583,0.002,0,6,30,6,0
726,-0.006,0.022,-0.022,-7.528,-5.637,0.016,0,6,30,6,0
726.5,0,0.031,-0.03,-8.805,-8.519,0.03,0,6,30,6,0
727,0.01,0.038,-0.038,-9.737,-11.034,0.042,0,6,30,6,0
727.5,0.022,0.038,-0.043,-9.568,-12.931,0.052,0,6,30,6,0
728,0.033,0.033,-0.045,-8.203,-14.092,0.061,0,6,30,6,0
728.5,0.039,0.023,-0.044,-6.064,-14.484,0.067,0,6,30,6,0
729,0.04,0.011,-0.04,-3.65,-14.102,0.07,0,6,30,6,0
729.5,0.037,0,-0.036,-1.508,-13,0.068,0,6,30,6,0
730,0.029,-0.008,-0.029,0.448,-11.167,0.062,0,6,30,6,0
730.5,0.019,-0.011,-0.021,2.028,-8.716,0.051,0,6,30,6,0
731,0.009,-0.009,-0.013,2.825,-5.836,0.037,0,6,30,6,0
731.5,0.002,-0.003,-0.004,3.286,-2.602,0.02,0,6,30,6,0
732,-0.002,0.006,0.006,4.001,0.88,0.003,0,6,30,6,0
732.5,0,0.017,0.016,4.868,4.38,-0.015,0,6,30,6,0
733,0.007,0.025,0.025,5.738,7.69,-0.031,0,6,30,6,0
733.5,0.017,0.03,0.034,6.4,10.601,-0.046,0,6,30,6,0
734,0.029,0.029,0.04,6.436,12.889,-0.058,0,6,30,6,0
734.5,0.039,0.022,0.043,5.709,14.407,-0.068,0,6,30,6,0
735,0.043,0.012,0.043,4.133,15.033,-0.074,0,6,30,6,0
735.5,0.042,0,0.041,2.039,14.755,-0.076,0,6,30,6,0
736,0.035,-0.009,0.035,-0.454,13.55,-0.074,0,6,30,6,0
736.5,0.025,-0.014,0.028,-2.849,11.522,-0.068,0,6,30,6,0
737,0.014,-0.014,0.019,-4.586,8.831,-0.057,0,6,30,6,0
737.5,0.005,-0.008,0.009,-5.908,5.549,-0.041,0,6,30,6,0
738,0,0.002,-0.002,-6.968,1.842,-0.023,0,6,30,6,0
738.5,0,0.013,-0.012,-7.702,-2.071,-0.003,0,6,30,6,0
739,0.006,0.023,-0.023,-8.059,-5.954,0.017,0,6,30,6,0
739.5,0.017,0.029,-0.032,-7.983,-9.565,0.037,0,6,30,6,0
740,0.029,0.029,-0.04,-7.481,-12.684,0.055,0,6,30,6,0
740.5,0.041,0.024,-0.046,-6.887,-15.171,0.069,0,6,30,6,0
741,0.05,0.013,-0.05,-6.045,-16.827,0.08,0,6,30,6,0
741.5,0.052,0,-0.051,-4.94,-17.545,0.086,0,6,30,6,0
742,0.049,-0.013,-0.049,-3.572,-17.263,0.087,0,6,30,6,0
742.5,0.039,-0.023,-0.044,-2.155,-16.017,0.083,0,6,30,6,0
743,0.028,-0.028,-0.038,-1.253,-13.956,0.073,0,6,30,6,0
743.5,0.015,-0.027,-0.03,-0.585,-11.136,0.059,0,6,30,6,0
744,0.006,-0.021,-0.021,-0.26,-7.763,0.042,0,6,30,6,0
744.5,0,-0.011,-0.011,-0.301,-4.047,0.021,0,6,30,6,0
745,0,0,-0.001,-0.165,-0.133,0,0,6,30,6,0
745.5,0.005,0.009,0.011,0.631,3.813,-0.02,0,6,30,6,0
746,0.016,0.016,0.021,1.851,7.523,-0.037,0,6,30,6,0
746.5,0.027,0.016,0.031,2.718,10.683,-0.053,0,6,30,6,0
747,0.037,0.01,0.037,2.928,13.099,-0.066,0,6,30,6,0
747.5,0.041,0,0.04,1.981,14.548,-0.075,0,6,30,6,0
748,0.039,-0.011,0.039,0.043,14.968,-0.081,0,6,30,6,0
748.5,0.032,-0.018,0.035,-2.432,14.359,-0.083,0,6,30,6,0
749,0.021,-0.021,0.029,-5.034,12.763,-0.079,0,6,30,6,0
749.5,0.01,-0.018,0.02,-7.714,10.217,-0.07,0,6,30,6,0
750,0.002,-0.009,0.009,-10.294,6.85,-0.057,0,6,30,6,0
750.5,0,0.003,-0.003,-11.836,2.976,-0.039,0,6,30,6,0
751,0.004,0.014,-0.014,-11.864,-1.132,-0.016,0,6,30,6,0
751.5,0.012,0.021,-0.023,-10.344,-5.199,0.009,0,6,30,6,0
752,0.022,0.022,-0.03,-7.554,-8.962,0.034,0,6,30,6,0
752.5,0.032,0.019,-0.036,-4.155,-12.209,0.058,0,6,30,6,0
753,0.039,0.011,-0.039,-0.784,-14.739,0.079,0,6,30,6,0
753.5,0.042,0,-0.041,2.236,-16.352,0.093,0,6,30,6,0
754,0.04,-0.011,-0.04,4.952,-16.865,0.101,0,6,30,6,0
754.5,0.032,-0.019,-0.036,7.043,-16.253,0.102,0,6,30,6,0
755,0.022,-0.022,-0.03,8.595,-14.494,0.095,0,6,30,6,0
755.5,0.011,-0.02,-0.022,9.49,-11.708,0.082,0,6,30,6,0
756,0.003,-0.012,-0.012,9.589,-8.089,0.062,0,6,30,6,0
756.5,0,-0.002,-0.002,8.894,-3.881,0.038,0,6,30,6,0
757,0.002,0.009,0.009,7.75,0.677,0.011,0,6,30,6,0
757.5,0.01,0.018,0.02,6.368,5.282,-0.017,0,6,30,6,0
758,0.022,0.022,0.03,4.781,9.607,-0.043,0,6,30,6,0
758.5,0.033,0.019,0.037,2.704,13.288,-0.067,0,6,30,6,0
759,0.043,0.011,0.043,0.377,16.096,-0.087,0,6,30,6,0
759.5,0.047,0,0.045,-2.004,17.829,-0.101,0,6,30,6,0
760,0.044,-0.012,0.044,-4.378,18.339,-0.108,0,6,30,6,0
760.5,0.036,-0.021,0.04,-6.623,17.568,-0.108,0,6,30,6,0
761,0.024,-0.024,0.033,-8.427,15.581,-0.101,0,6,30,6,0
761.5,0.012,-0.021,0.024,-9.728,12.477,-0.086,0,6,30,6,0
762,0.003,-0.013,0.013,-10.441,8.454,-0.066,0,6,30,6,0
762.5,0,-0.001,0,-10.384,3.796,-0.04,0,6,30,6,0
763,0.003,0.012,-0.012,-9.528,-1.184,-0.012,0,6,30,6,0
763.5,0.012,0.021,-0.024,-8.055,-6.172,0.018,0,6,30,6,0
764,0.025,0.025,-0.034,-6.108,-10.827,0.047,0,6,30,6,0
764.5,0.038,0.022,-0.043,-4.117,-14.882,0.073,0,6,30,6,0
765,0.05,0.013,-0.05,-2.347,-18.074,0.094,0,6,30,6,0
765.5,0.056,0,-0.054,-1.096,-20.224,0.108,0,6,30,6,0
766,0.055,-0.015,-0.055,0.093,-21.096,0.115,0,6,30,6,0
766.5,0.048,-0.027,-0.053,1.277,-20.637,0.115,0,6,30,6,0
767,0.035,-0.035,-0.048,2.063,-18.938,0.107,0,6,30,6,0
767.5,0.021,-0.036,-0.04,2.35,-16.117,0.092,0,6,30,6,0
768,0.008,-0.03,-0.03,2.2,-12.359,0.071,0,6,30,6,0
768.5,0,-0.02,-0.019,1.629,-7.925,0.046,0,6,30,6,0
769,-0.002,-0.007,-0.007,0.966,-3.064,0.018,0,6,30,6,0
769.5,0.003,0.005,0.005,0.401,1.917,-0.01,0,6,30,6,0
770,0.013,0.013,0.018,0.128,6.724,-0.036,0,6,30,6,0
770.5,0.027,0.015,0.03,0.57,11.133,-0.059,0,6,30,6,0
771,0.041,0.011,0.041,1.679,14.881,-0.078,0,6,30,6,0
771.5,0.051,0,0.05,3.34,17.779,-0.09,0,6,30,6,0
772,0.057,-0.015,0.057,5.406,19.7,-0.097,0,6,30,6,0
772.5,0.055,-0.031,0.061,7.509,20.551,-0.097,0,6,30,6,0
773,0.045,-0.045,0.062,9.316,20.319,-0.093,0,6,30,6,0
773.5,0.031,-0.053,0.059,10.099,18.966,-0.084,0,6,30,6,0
774,0.014,-0.052,0.052,9.599,16.588,-0.072,0,6,30,6,0
774.5,0,-0.045,0.043,8.552,13.464,-0.057,0,6,30,6,0
775,-0.009,-0.033,0.033,7.483,9.836,-0.039,0,6,30,6,0
775.5,-0.011,-0.019,0.022,6.586,5.933,-0.02,0,6,30,6,0
776,-0.008,-0.008,0.011,6.03,2.003,0.001,0,6,30,6,0
776.5,-0.001,0,0.001,5.935,-1.705,0.02,0,6,30,6,0
777,0.007,0.002,-0.007,6.458,-4.94,0.039,0,6,30,6,0
777.5,0.014,0,-0.013,7.346,-7.54,0.055,0,6,30,6,0
778,0.018,-0.005,-0.018,7.343,-9.553,0.066,0,6,30,6,0
778.5,0.02,-0.012,-0.022,6.62,-10.805,0.071,0,6,30,6,0
779,0.018,-0.018,-0.024,5.709,-11.187,0.072,0,6,30,6,0
779.5,0.012,-0.021,-0.024,4.928,-10.678,0.067,0,6,30,6,0
780,0.005,-0.02,-0.02,4.627,-9.294,0.059,0,6,30,6,0
780.5,0,-0.015,-0.014,4.841,-7.146,0.048,0,6,30,6,0
781,-0.002,-0.007,-0.007,5.479,-4.387,0.034,0,6,30,6,0
781.5,0.001,0.002,0.003,6.365,-1.205,0.019,0,6,30,6,0
782,0.009,0.009,0.012,7.021,2.139,0.002,0,6,30,6,0
782.5,0.019,0.011,0.021,7.123,5.406,-0.016,0,6,30,6,0
783,0.028,0.008,0.028,6.614,8.391,-0.033,0,6,30,6,0
783.5,0.035,0,0.034,5.612,10.912,-0.049,0,6,30,6,0
784,0.038,-0.01,0.038,4.258,12.813,-0.062,0,6,30,6,0
784.5,0.035,-0.02,0.039,2.894,14.003,-0.071,0,6,30,6,0
785,0.029,-0.029,0.04,2.118,14.485,-0.075,0,6,30,6,0
785.5,0.021,-0.036,0.041,2.959,14.4,-0.073,0,6,30,6,0
786,0.011,-0.041,0.041,5.169,13.736,-0.065,0,6,30,6,0
786.5,0,-0.041,0.04,7.848,12.479,-0.053,0,6,30,6,0
787,-0.01,-0.038,0.038,10.693,10.778,-0.038,0,6,30,6,0
787.5,-0.018,-0.031,0.035,12.989,8.707,-0.023,0,6,30,6,0
788,-0.022,-0.022,0.03,14.204,6.391,-0.008,0,6,30,6,0
788.5,-0.021,-0.012,0.023,14.14,3.977,0.005,0,6,30,6,0
789,-0.016,-0.004,0.016,12.839,1.612,0.016,0,6,30,6,0
789.5,-0.009,0,0.009,10.841,-0.514,0.023,0,6,30,6,0
790,-0.002,0.001,0.002,8.696,-2.26,0.029,0,6,30,6,0
790.5,0.003,-0.002,-0.003,6.742,-3.546,0.032,0,6,30,6,0
791,0.005,-0.005,-0.006,5.29,-4.31,0.033,0,6,30,6,0
791.5,0.004,-0.007,-0.008,4.57,-4.522,0.033,0,6,30,6,0
792,0.002,-0.007,-0.007,4.327,-4.248,0.031,0,6,30,6,0
792.5,0,-0.006,-0.006,4.179,-3.58,0.027,0,6,30,6,0
793,-0.001,-0.003,-0.003,3.895,-2.602,0.022,0,6,30,6,0
793.5,0,-0.001,-0.001,3.349,-1.413,0.014,0,6,30,6,0
794,0.002,0.002,0.002,2.768,-0.064,0.006,0,6,30,6,0
794.5,0.005,0.003,0.005,2.039,1.309,-0.003,0,6,30,6,0
795,0.008,0.002,0.008,1.168,2.604,-0.012,0,6,30,6,0
795.5,0.01,0,0.01,0.288,3.737,-0.02,0,6,30,6,0
796,0.011,-0.003,0.011,-0.891,4.556,-0.026,0,6,30,6,0
796.5,0.01,-0.006,0.011,-2.277,5.006,-0.032,0,6,30,6,0
797,0.007,-0.007,0.01,-3.661,5.054,-0.034,0,6,30,6,0
797.5,0.004,-0.007,0.008,-5.025,4.661,-0.035,0,6,30,6,0
798,0.001,-0.005,0.005,-6.079,3.875,-0.033,0,6,30,6,0
798.5,0,-0.001,0.001,-6.866,2.706,-0.028,0,6,30,6,0
799,0.001,0.004,-0.004,-7.567,1.184,-0.021,0,6,30,6,0
799.5,0.005,0.008,-0.009,-7.952,-0.562,-0.012,0,6,30,6,0
800,0.01,0.01,-0.014,-7.905,-2.416,-0.002,0,6,30,6,0
800.5,0.016,0.009,-0.018,-7.484,-4.266,0.009,0,6,30,6,0
801,0.022,0.006,-0.022,-6.657,-5.972,0.02,0,6,30,6,0
801.5,0.025,0,-0.024,-5.32,-7.384,0.03,0,6,30,6,0
802,0.025,-0.007,-0.025,-3.326,-8.35,0.039,0,6,30,6,0
802.5,0.021,-0.012,-0.024,-0.669,-8.756,0.046,0,6,30,6,0
803,0.015,-0.015,-0.02,2.253,-8.572,0.051,0,6,30,6,0
803.5,0.008,-0.014,-0.015,5.341,-7.734,0.052,0,6,30,6,0
804,0.002,-0.009,-0.009,8.366,-6.254,0.05,0,6,30,6,0
804.5,0,-0.001,-0.001,10.785,-4.238,0.043,0,6,30,6,0
805,0.002,0.006,0.006,12.254,-1.803,0.033,0,6,30,6,0
805.5,0.007,0.012,0.014,12.565,0.895,0.019,0,6,30,6,0
806,0.015,0.015,0.021,11.818,3.704,0.002,0,6,30,6,0
