时间t,纵向位移X,横向位移Y,垂向位移Z,横倾角Phi,纵倾角Theta,首向角Psi,船型,浪级,浪向角,吃水,航速
2426,0.013,-0.005,0.014,12.625,0.853,0.019,0,6,75,6,0
2426.5,0.008,-0.013,0.015,12.568,1.237,0.017,0,6,75,6,0
2427,-0.002,-0.015,0.015,11.417,1.568,0.013,0,6,75,6,0
2427.5,-0.01,-0.01,0.014,10.173,1.849,0.009,0,6,75,6,0
2428,-0.014,-0.002,0.014,8.954,2.057,0.006,0,6,75,6,0
2428.5,-0.011,0.006,0.012,7.413,2.164,0.002,0,6,75,6,0
2429,-0.004,0.011,0.011,6.108,2.176,0,0,6,75,6,0
2429.5,0.003,0.01,0.01,5.43,2.098,-0.001,0,6,75,6,0
2430,0.008,0.006,0.01,5.212,1.926,-0.001,0,6,75,6,0
2430.5,0.009,0,0.009,5.106,1.666,0.001,0,6,75,6,0
2431,0.007,-0.005,0.008,4.952,1.331,0.002,0,6,75,6,0
2431.5,0.002,-0.007,0.007,4.898,0.948,0.004,0,6,75,6,0
2432,-0.002,-0.005,0.005,4.375,0.525,0.005,0,6,75,6,0
2432.5,-0.003,-0.002,0.003,3.295,0.084,0.006,0,6,75,6,0
2433,-0.001,0,0.001,1.642,-0.352,0.005,0,6,75,6,0
2433.5,0.002,-0.002,-0.003,-0.68,-0.769,0.003,0,6,75,6,0
2434,0.001,-0.007,-0.007,-3.932,-1.16,-0.001,0,6,75,6,0
2434.5,-0.006,-0.01,-0.011,-7.613,-1.504,-0.006,0,6,75,6,0
2435,-0.013,-0.006,-0.014,-10.334,-1.762,-0.01,0,6,75,6,0
2435.5,-0.015,0.004,-0.015,-11.332,-1.915,-0.011,0,6,75,6,0
2436,-0.009,0.012,-0.015,-10.55,-1.958,-0.009,0,6,75,6,0
2436.5,0,0.013,-0.013,-8.397,-1.896,-0.006,0,6,75,6,0
2437,0.006,0.008,-0.009,-5.354,-1.734,-0.001,0,6,75,6,0
2437.5,0.006,0.002,-0.006,-2.176,-1.488,0.004,0,6,75,6,0
2438,0.002,-0.001,-0.002,0.709,-1.168,0.008,0,6,75,6,0
2438.5,0,-0.001,-0.001,1.726,-0.828,0.008,0,6,75,6,0
2439,0,-0.001,-0.001,0.043,-0.503,0.003,0,6,75,6,0
2439.5,-0.002,-0.002,-0.003,-3.04,-0.186,-0.005,0,6,75,6,0
2440,-0.006,-0.001,-0.006,-6.576,0.106,-0.013,0,6,75,6,0
2440.5,-0.007,0.004,-0.008,-9.72,0.36,-0.02,0,6,75,6,0
2441,-0.004,0.009,-0.009,-11.687,0.566,-0.025,0,6,75,6,0
2441.5,0.002,0.009,-0.009,-11.579,0.728,-0.026,0,6,75,6,0
2442,0.005,0.004,-0.006,-9.164,0.842,-0.022,0,6,75,6,0
2442.5,0.003,0,-0.003,-5.444,0.891,-0.015,0,6,75,6,0
2443,-0.001,0.001,0.002,-0.779,0.887,-0.006,0,6,75,6,0
2443.5,-0.002,0.006,0.006,4.488,0.847,0.004,0,6,75,6,0
2444,0.004,0.01,0.01,9.183,0.767,0.013,0,6,75,6,0
2444.5,0.012,0.007,0.013,12.395,0.654,0.02,0,6,75,6,0
2445,0.014,-0.002,0.014,13.679,0.519,0.023,0,6,75,6,0
2445.5,0.009,-0.009,0.013,12.86,0.371,0.022,0,6,75,6,0
2446,0.001,-0.011,0.011,11.259,0.248,0.02,0,6,75,6,0
2446.5,-0.005,-0.008,0.009,9.584,0.164,0.017,0,6,75,6,0
2447,-0.007,-0.003,0.008,7.966,0.116,0.014,0,6,75,6,0
2447.5,-0.006,0.002,0.006,6.675,0.106,0.012,0,6,75,6,0
2448,-0.003,0.005,0.006,5.678,0.127,0.01,0,6,75,6,0
2448.5,0,0.006,0.005,5.401,0.185,0.009,0,6,75,6,0
2449,0.004,0.005,0.006,5.999,0.277,0.01,0,6,75,6,0
2449.5,0.007,0.002,0.007,6.318,0.368,0.01,0,6,75,6,0
2450,0.007,-0.003,0.007,6.227,0.455,0.009,0,6,75,6,0
2450.5,0.003,-0.006,0.007,5.615,0.529,0.008,0,6,75,6,0
2451,-0.001,-0.005,0.005,4.1,0.57,0.005,0,6,75,6,0
2451.5,-0.003,-0.003,0.003,2.094,0.582,0.001,0,6,75,6,0
2452,-0.001,0,0.001,-0.097,0.56,-0.003,0,6,75,6,0
2452.5,0.001,0,-0.001,-2.175,0.503,-0.007,0,6,75,6,0
2453,0.001,-0.002,-0.002,-3.775,0.416,-0.009,0,6,75,6,0
2453.5,-0.001,-0.004,-0.004,-4.856,0.297,-0.011,0,6,75,6,0
2454,-0.004,-0.003,-0.005,-5.713,0.142,-0.012,0,6,75,6,0
2454.5,-0.006,0,-0.006,-6.346,-0.042,-0.012,0,6,75,6,0
2455,-0.006,0.004,-0.007,-6.796,-0.246,-0.012,0,6,75,6,0
2455.5,-0.002,0.007,-0.007,-6.708,-0.449,-0.01,0,6,75,6,0
2456,0.003,0.007,-0.007,-5.822,-0.631,-0.008,0,6,75,6,0
2456.5,0.005,0.003,-0.006,-3.945,-0.771,-0.003,0,6,75,6,0
2457,0.003,0,-0.003,-0.454,-0.834,0.004,0,6,75,6,0
2457.5,-0.001,0.001,0.001,3.574,-0.831,0.011,0,6,75,6,0
2458,-0.001,0.004,0.004,6.851,-0.775,0.017,0,6,75,6,0
2458.5,0.003,0.006,0.006,8.716,-0.67,0.02,0,6,75,6,0
2459,0.007,0.003,0.007,9.205,-0.515,0.02,0,6,75,6,0
2459.5,0.007,-0.002,0.007,8.475,-0.316,0.018,0,6,75,6,0
2460,0.004,-0.005,0.006,6.471,-0.095,0.013,0,6,75,6,0
2460.5,0,-0.004,0.004,3.614,0.135,0.006,0,6,75,6,0
2461,-0.001,-0.001,0.001,0.073,0.347,-0.002,0,6,75,6,0
2461.5,0.002,0,-0.002,-3.265,0.536,-0.009,0,6,75,6,0
2462,0.003,-0.001,-0.003,-5.745,0.689,-0.015,0,6,75,6,0
2462.5,0.002,-0.004,-0.005,-7.249,0.788,-0.018,0,6,75,6,0
2463,-0.001,-0.006,-0.005,-8.23,0.81,-0.02,0,6,75,6,0
2463.5,-0.005,-0.005,-0.006,-8.964,0.746,-0.021,0,6,75,6,0
2464,-0.007,-0.001,-0.007,-9.614,0.595,-0.021,0,6,75,6,0
2464.5,-0.007,0.004,-0.008,-9.981,0.371,-0.021,0,6,75,6,0
2465,-0.003,0.008,-0.008,-9.573,0.101,-0.019,0,6,75,6,0
2465.5,0.002,0.008,-0.008,-8.235,-0.19,-0.015,0,6,75,6,0
2466,0.006,0.005,-0.007,-6.587,-0.496,-0.01,0,6,75,6,0
2466.5,0.007,0,-0.007,-5.43,-0.807,-0.006,0,6,75,6,0
2467,0.006,-0.005,-0.008,-5.2,-1.11,-0.004,0,6,75,6,0
2467.5,0.002,-0.009,-0.009,-5.512,-1.374,-0.003,0,6,75,6,0
2468,-0.004,-0.009,-0.01,-6.044,-1.579,-0.003,0,6,75,6,0
2468.5,-0.009,-0.005,-0.01,-6.448,-1.707,-0.003,0,6,75,6,0
2469,-0.011,0.001,-0.011,-6.877,-1.76,-0.003,0,6,75,6,0
2469.5,-0.008,0.008,-0.011,-7.042,-1.729,-0.004,0,6,75,6,0
2470,-0.001,0.01,-0.01,-6.318,-1.601,-0.003,0,6,75,6,0
2470.5,0.004,0.007,-0.008,-4.752,-1.387,-0.001,0,6,75,6,0
2471,0.005,0.002,-0.005,-2.785,-1.103,0.001,0,6,75,6,0
2471.5,0.003,-0.001,-0.003,-0.99,-0.773,0.002,0,6,75,6,0
2472,0.001,-0.001,-0.001,0.186,-0.422,0.003,0,6,75,6,0
2472.5,0,-0.001,-0.001,-0.593,-0.103,-0.001,0,6,75,6,0
2473,-0.001,-0.002,-0.002,-3.014,0.173,-0.007,0,6,75,6,0
2473.5,-0.004,-0.001,-0.004,-5.691,0.412,-0.013,0,6,75,6,0
2474,-0.005,0.002,-0.006,-7.858,0.602,-0.018,0,6,75,6,0
2474.5,-0.003,0.006,-0.006,-9.185,0.732,-0.021,0,6,75,6,0
2475,0.001,0.007,-0.007,-9.698,0.787,-0.023,0,6,75,6,0
2475.5,0.005,0.005,-0.006,-9.101,0.774,-0.021,0,6,75,6,0
2476,0.005,0.001,-0.005,-7.288,0.701,-0.018,0,6,75,6,0
2476.5,0.002,-0.001,-0.003,-4.461,0.579,-0.012,0,6,75,6,0
2477,0,0,0,-1.448,0.409,-0.005,0,6,75,6,0
2477.5,0,0.001,0.001,0.921,0.197,0.001,0,6,75,6,0
2478,0.002,0.002,0.003,2.895,-0.021,0.006,0,6,75,6,0
2478.5,0.003,0,0.003,4.222,-0.234,0.009,0,6,75,6,0
2479,0.002,-0.002,0.003,4.496,-0.432,0.011,0,6,75,6,0
2479.5,0,-0.002,0.002,3.482,-0.61,0.01,0,6,75,6,0
2480,0,0,0,2.28,-0.731,0.008,0,6,75,6,0
2480.5,0.001,0.001,-0.001,1.16,-0.794,0.007,0,6,75,6,0
2481,0.002,0,-0.002,-0.226,-0.81,0.004,0,6,75,6,0
2481.5,0.003,-0.003,-0.004,-1.768,-0.783,0.001,0,6,75,6,0
2482,0.001,-0.005,-0.005,-2.996,-0.709,-0.002,0,6,75,6,0
2482.5,-0.002,-0.004,-0.004,-3.021,-0.577,-0.003,0,6,75,6,0
2483,-0.003,-0.001,-0.004,-2.768,-0.424,-0.003,0,6,75,6,0
2483.5,-0.003,0.001,-0.003,-2.678,-0.266,-0.004,0,6,75,6,0
2484,-0.002,0.002,-0.003,-2.616,-0.107,-0.004,0,6,75,6,0
2484.5,0,0.002,-0.002,-2.439,0.045,-0.005,0,6,75,6,0
2485,0.001,0.001,-0.001,-2.035,0.186,-0.005,0,6,75,6,0
2485.5,0.001,0,-0.001,-1.488,0.306,-0.004,0,6,75,6,0
2486,0,0,0,-1.073,0.395,-0.004,0,6,75,6,0
2486.5,0,0,0,-1.176,0.438,-0.005,0,6,75,6,0
2487,0,-0.001,-0.001,-1.99,0.429,-0.006,0,6,75,6,0
2487.5,-0.001,-0.001,-0.002,-3.304,0.372,-0.008,0,6,75,6,0
2488,-0.004,0,-0.004,-4.747,0.273,-0.01,0,6,75,6,0
2488.5,-0.005,0.003,-0.005,-6.148,0.135,-0.012,0,6,75,6,0
2489,-0.003,0.006,-0.007,-7.06,-0.026,-0.013,0,6,75,6,0
2489.5,0.002,0.007,-0.007,-7.263,-0.199,-0.013,0,6,75,6,0
2490,0.006,0.004,-0.007,-6.694,-0.372,-0.011,0,6,75,6,0
2490.5,0.006,0,-0.006,-4.659,-0.51,-0.006,0,6,75,6,0
2491,0.003,-0.002,-0.003,-1.679,-0.612,0,0,6,75,6,0
2491.5,0,-0.001,-0.001,1.265,-0.68,0.006,0,6,75,6,0
2492,0,0.001,0.001,3.143,-0.723,0.01,0,6,75,6,0
2492.5,0.001,0,0.001,3.04,-0.755,0.01,0,6,75,6,0
2493,-0.001,0,-0.001,0.848,-0.776,0.006,0,6,75,6,0
2493.5,-0.003,0.003,-0.004,-2.616,-0.777,-0.001,0,6,75,6,0
2494,-0.001,0.008,-0.008,-6.159,-0.746,-0.008,0,6,75,6,0
2494.5,0.005,0.008,-0.009,-8.356,-0.668,-0.012,0,6,75,6,0
2495,0.01,0.004,-0.01,-9.384,-0.567,-0.015,0,6,75,6,0
2495.5,0.01,-0.003,-0.01,-9.627,-0.461,-0.016,0,6,75,6,0
2496,0.006,-0.007,-0.009,-8.806,-0.348,-0.015,0,6,75,6,0
2496.5,0,-0.007,-0.007,-7.179,-0.238,-0.012,0,6,75,6,0
2497,-0.003,-0.004,-0.005,-5.152,-0.139,-0.009,0,6,75,6,0
2497.5,-0.004,-0.001,-0.004,-4.103,-0.084,-0.007,0,6,75,6,0
2498,-0.004,0.002,-0.004,-4.672,-0.084,-0.008,0,6,75,6,0
2498.5,-0.003,0.005,-0.006,-6.178,-0.123,-0.011,0,6,75,6,0
2499,0.001,0.008,-0.008,-7.739,-0.184,-0.014,0,6,75,6,0
2499.5,0.006,0.006,-0.008,-8.555,-0.251,-0.015,0,6,75,6,0
2500,0.008,0.001,-0.008,-7.867,-0.304,-0.013,0,6,75,6,0
2500.5,0.006,-0.003,-0.006,-5.921,-0.344,-0.009,0,6,75,6,0
2501,0.002,-0.004,-0.004,-3.311,-0.372,-0.004,0,6,75,6,0
2501.5,0,-0.001,-0.001,-0.519,-0.385,0.001,0,6,75,6,0
2502,0,0,0,1.402,-0.397,0.005,0,6,75,6,0
2502.5,0.001,0,0.001,2.593,-0.391,0.007,0,6,75,6,0
2503,0.002,-0.001,0.002,3.374,-0.356,0.008,0,6,75,6,0
2503.5,0.001,-0.002,0.002,3.393,-0.302,0.008,0,6,75,6,0
2504,-0.001,-0.002,0.002,2.493,-0.238,0.006,0,6,75,6,0
2504.5,0,0,0,0.823,-0.169,0.002,0,6,75,6,0
2505,0.001,0,-0.001,-0.545,-0.078,-0.001,0,6,75,6,0
2505.5,0.001,-0.001,-0.001,-1.075,0.032,-0.002,0,6,75,6,0
2506,0,0,0,-0.275,0.167,-0.001,0,6,75,6,0
2506.5,0.001,0.003,0.003,2.186,0.33,0.002,0,6,75,6,0
2507,0.007,0.003,0.007,6.192,0.522,0.009,0,6,75,6,0
2507.5,0.012,-0.003,0.012,11.311,0.74,0.017,0,6,75,6,0
2508,0.011,-0.015,0.018,16.841,0.979,0.027,0,6,75,6,0
2508.5,0,-0.024,0.023,21.826,1.226,0.035,0,6,75,6,0
2509,-0.017,-0.022,0.027,25.237,1.462,0.04,0,6,75,6,0
2509.5,-0.029,-0.008,0.029,26.563,1.677,0.041,0,6,75,6,0
2510,-0.027,0.011,0.028,25.463,1.852,0.038,0,6,75,6,0
2510.5,-0.013,0.023,0.026,22.711,1.991,0.032,0,6,75,6,0
2511,0.003,0.024,0.023,19.354,2.096,0.025,0,6,75,6,0
2511.5,0.015,0.015,0.021,16.243,2.166,0.019,0,6,75,6,0
2512,0.019,0.003,0.019,14.029,2.196,0.015,0,6,75,6,0
2512.5,0.015,-0.009,0.017,12.132,2.159,0.011,0,6,75,6,0
2513,0.006,-0.014,0.015,10.213,2.043,0.008,0,6,75,6,0
2513.5,-0.003,-0.012,0.012,7.638,1.83,0.004,0,6,75,6,0
2514,-0.006,-0.005,0.008,3.994,1.513,-0.001,0,6,75,6,0
2514.5,-0.003,0,0.003,-0.437,1.105,-0.007,0,6,75,6,0
2515,0.003,-0.002,-0.003,-5.205,0.621,-0.013,0,6,75,6,0
2515.5,0.002,-0.009,-0.009,-9.735,0.083,-0.019,0,6,75,6,0
2516,-0.005,-0.013,-0.013,-13.249,-0.474,-0.022,0,6,75,6,0
2516.5,-0.015,-0.008,-0.016,-14.981,-1.013,-0.023,0,6,75,6,0
2517,-0.017,0.002,-0.017,-13.819,-1.476,-0.018,0,6,75,6,0
2517.5,-0.01,0.01,-0.014,-10.2,-1.843,-0.009,0,6,75,6,0
2518,-0.001,0.011,-0.011,-6.008,-2.124,0,0,6,75,6,0
2518.5,0.004,0.007,-0.008,-2.407,-2.306,0.008,0,6,75,6,0
2519,0.006,0.003,-0.006,-0.212,-2.385,0.013,0,6,75,6,0
2519.5,0.006,-0.002,-0.006,0.173,-2.358,0.013,0,6,75,6,0
2520,0.004,-0.005,-0.006,-0.669,-2.212,0.011,0,6,75,6,0
2520.5,0,-0.007,-0.007,-1.978,-1.946,0.007,0,6,75,6,0
2521,-0.004,-0.006,-0.007,-3.143,-1.573,0.003,0,6,75,6,0
2521.5,-0.007,-0.002,-0.007,-3.971,-1.12,-0.001,0,6,75,6,0
2522,-0.005,0.002,-0.006,-4.432,-0.618,-0.005,0,6,75,6,0
2522.5,-0.002,0.004,-0.005,-4.649,-0.107,-0.008,0,6,75,6,0
2523,0,0.003,-0.003,-4.603,0.384,-0.011,0,6,75,6,0
2523.5,0.001,0.001,-0.002,-4.505,0.818,-0.013,0,6,75,6,0
2524,0.001,0,-0.001,-4.494,1.168,-0.015,0,6,75,6,0
2524.5,0.001,-0.001,-0.001,-5.185,1.397,-0.017,0,6,75,6,0
2525,0.001,-0.002,-0.002,-6.191,1.502,-0.02,0,6,75,6,0
2525.5,-0.002,0,-0.002,-6.924,1.49,-0.021,0,6,90,6,0
2526,-0.002,0.002,-0.003,-7.244,1.363,-0.021,0,6,90,6,0
2526.5,0,0.004,-0.003,-7.003,1.136,-0.019,0,6,90,6,0
2527,0.002,0.002,-0.003,-5.839,0.827,-0.016,0,6,90,6,0
2527.5,0.003,0,-0.003,-4.065,0.458,-0.01,0,6,90,6,0
2528,0.001,-0.001,-0.002,-1.885,0.054,-0.004,0,6,90,6,0
2528.5,0,-0.001,-0.001,-0.371,-0.359,0.001,0,6,90,6,0
2529,-0.001,-0.001,-0.002,0.307,-0.749,0.005,0,6,90,6,0
2529.5,-0.002,0,-0.002,0.725,-1.088,0.007,0,6,90,6,0
2530,-0.002,0.002,-0.002,1.236,-1.353,0.01,0,6,90,6,0
2530.5,0,0.003,-0.002,1.708,-1.528,0.012,0,6,90,6,0
2531,0.002,0.002,-0.002,2.186,-1.599,0.013,0,6,90,6,0
2531.5,0.002,0,-0.002,2.75,-1.562,0.014,0,6,90,6,0
2532,0.001,-0.001,-0.001,3.151,-1.43,0.014,0,6,90,6,0
2532.5,0,-0.001,-0.001,2.748,-1.215,0.012,0,6,90,6,0
2533,0,0,-0.001,2.034,-0.929,0.009,0,6,90,6,0
2533.5,0,0,0,1.416,-0.593,0.006,0,6,90,6,0
2534,0,0,0.001,1.201,-0.227,0.004,0,6,90,6,0
2534.5,0,-0.002,0.002,1.48,0.144,0.002,0,6,90,6,0
2535,-0.003,-0.003,0.004,2.595,0.499,0.002,0,6,90,6,0
2535.5,-0.006,0,0.006,4.196,0.814,0.004,0,6,90,6,0
2536,-0.006,0.006,0.009,6.473,1.073,0.006,0,6,90,6,0
2536.5,0,0.012,0.011,8.551,1.259,0.009,0,6,90,6,0
2537,0.009,0.009,0.012,9.295,1.363,0.01,0,6,90,6,0
2537.5,0.012,0,0.011,8.373,1.381,0.008,0,6,90,6,0
2538,0.007,-0.007,0.01,6.662,1.313,0.005,0,6,90,6,0
2538.5,0,-0.007,0.007,4.241,1.165,0.002,0,6,90,6,0
2539,-0.003,-0.003,0.004,1.344,0.949,-0.003,0,6,90,6,0
2539.5,-0.001,0,0.001,-1.301,0.679,-0.006,0,6,90,6,0
2540,0.001,-0.001,-0.002,-2.733,0.373,-0.007,0,6,90,6,0
2540.5,0,-0.003,-0.003,-2.968,0.05,-0.006,0,6,90,6,0
2541,-0.002,-0.002,-0.002,-1.821,-0.268,-0.002,0,6,90,6,0
2541.5,-0.001,0,-0.001,0.391,-0.562,0.004,0,6,90,6,0
2542,0,0,0,2.75,-0.816,0.01,0,6,90,6,0
2542.5,0,-0.002,0.002,4.737,-1.013,0.014,0,6,90,6,0
2543,-0.002,-0.002,0.003,6.167,-1.143,0.018,0,6,90,6,0
2543.5,-0.003,0,0.003,6.946,-1.2,0.02,0,6,90,6,0
2544,-0.003,0.003,0.004,7.563,-1.181,0.021,0,6,90,6,0
2544.5,0,0.005,0.005,8.203,-1.09,0.021,0,6,90,6,0
2545,0.004,0.004,0.006,8.72,-0.933,0.022,0,6,90,6,0
2545.5,0.006,0,0.006,8.461,-0.722,0.02,0,6,90,6,0
2546,0.004,-0.004,0.005,7.321,-0.471,0.016,0,6,90,6,0
2546.5,0,-0.005,0.004,5.471,-0.197,0.011,0,6,90,6,0
2547,-0.002,-0.002,0.003,3.255,0.083,0.006,0,6,90,6,0
2547.5,-0.003,0,0.003,1.948,0.352,0.002,0,6,90,6,0
2548,-0.003,0.003,0.003,2.067,0.593,0.001,0,6,90,6,0
2548.5,0,0.005,0.005,3.257,0.792,0.002,0,6,90,6,0
2549,0.006,0.006,0.008,5.568,0.938,0.005,0,6,90,6,0
2549.5,0.011,0,0.011,8.65,1.023,0.011,0,6,90,6,0
2550,0.01,-0.01,0.013,11.622,1.042,0.016,0,6,90,6,0
2550.5,0,-0.016,0.015,13.578,0.997,0.02,0,6,90,6,0
2551,-0.01,-0.01,0.014,13.094,0.891,0.02,0,6,90,6,0
2551.5,-0.012,0,0.012,10.696,0.732,0.016,0,6,90,6,0
2552,-0.006,0.006,0.008,6.768,0.532,0.01,0,6,90,6,0
2552.5,0,0.003,0.003,1.988,0.303,0.002,0,6,90,6,0
2553,-0.002,-0.002,-0.002,-2.715,0.061,-0.005,0,6,90,6,0
2553.5,-0.006,0,-0.006,-5.864,-0.18,-0.01,0,6,90,6,0
2554,-0.005,0.005,-0.007,-6.033,-0.404,-0.009,0,6,90,6,0
2554.5,0,0.005,-0.005,-3.248,-0.599,-0.003,0,6,90,6,0
2555,0.001,0.001,-0.001,1.047,-0.751,0.006,0,6,90,6,0
2555.5,-0.003,0,0.003,5.568,-0.854,0.015,0,6,90,6,0
2556,-0.005,0.005,0.006,9.336,-0.902,0.023,0,6,90,6,0
2556.5,0,0.009,0.008,11.697,-0.894,0.027,0,6,90,6,0
2557,0.006,0.006,0.009,12.092,-0.83,0.027,0,6,90,6,0
2557.5,0.008,0,0.008,10.458,-0.716,0.024,0,6,90,6,0
2558,0.003,-0.003,0.004,6.482,-0.56,0.015,0,6,90,6,0
2558.5,0,-0.001,0.001,1.782,-0.374,0.005,0,6,90,6,0
2559,0.002,0.002,-0.003,-2.291,-0.168,-0.003,0,6,90,6,0
2559.5,0.005,0,-0.004,-4.894,0.043,-0.009,0,6,90,6,0
2560,0.003,-0.003,-0.004,-5.175,0.247,-0.011,0,6,90,6,0
2560.5,0,-0.002,-0.002,-2.951,0.431,-0.008,0,6,90,6,0
2561,0.002,0.002,0.003,1.276,0.585,-0.001,0,6,90,6,0
2561.5,0.007,0,0.007,5.824,0.699,0.007,0,6,90,6,0
2562,0.008,-0.008,0.011,9.492,0.767,0.014,0,6,90,6,0
2562.5,0,-0.013,0.012,11.336,0.786,0.017,0,6,90,6,0
2563,-0.009,-0.009,0.012,10.846,0.756,0.016,0,6,90,6,0
2563.5,-0.009,0,0.009,7.768,0.68,0.011,0,6,90,6,0
2564,-0.003,0.003,0.004,2.305,0.564,0.001,0,6,90,6,0
2564.5,0,-0.003,-0.003,-4.366,0.416,-0.011,0,6,90,6,0
2565,-0.007,-0.007,-0.01,-11.475,0.245,-0.023,0,6,90,6,0
2565.5,-0.017,0,-0.016,-18.224,0.063,-0.035,0,6,90,6,0
2566,-0.016,0.016,-0.022,-23.449,-0.119,-0.044,0,6,90,6,0
2566.5,0,0.027,-0.026,-27.218,-0.29,-0.05,0,6,90,6,0
2567,0.02,0.02,-0.028,-28.987,-0.439,-0.052,0,6,90,6,0
2567.5,0.029,0,-0.028,-28.854,-0.557,-0.052,0,6,90,6,0
2568,0.019,-0.019,-0.026,-27.048,-0.638,-0.048,0,6,90,6,0
2568.5,0,-0.025,-0.024,-24.025,-0.678,-0.042,0,6,90,6,0
2569,-0.015,-0.015,-0.021,-20.502,-0.676,-0.035,0,6,90,6,0
2569.5,-0.018,0,-0.017,-16.966,-0.631,-0.029,0,6,90,6,0
2570,-0.01,0.01,-0.014,-13.861,-0.549,-0.023,0,6,90,6,0
2570.5,0,0.012,-0.012,-11.493,-0.434,-0.019,0,6,90,6,0
2571,0.007,0.007,-0.01,-10.173,-0.295,-0.018,0,6,90,6,0
2571.5,0.01,0,-0.01,-10.224,-0.141,-0.019,0,6,90,6,0
2572,0.008,-0.008,-0.011,-11.606,0.018,-0.022,0,6,90,6,0
2572.5,0,-0.012,-0.011,-12.944,0.173,-0.025,0,6,90,6,0
2573,-0.008,-0.008,-0.01,-12.347,0.313,-0.025,0,6,90,6,0
2573.5,-0.008,0,-0.008,-9.553,0.431,-0.02,0,6,90,6,0
2574,-0.002,0.002,-0.003,-4.79,0.52,-0.012,0,6,90,6,0
2574.5,0,-0.003,0.003,1.147,0.575,-0.001,0,6,90,6,0
2575,-0.006,-0.006,0.008,7.196,0.592,0.01,0,6,90,6,0
2575.5,-0.013,0,0.013,12.143,0.573,0.02,0,6,90,6,0
2576,-0.011,0.011,0.015,15.063,0.519,0.026,0,6,90,6,0
2576.5,0,0.016,0.015,15.682,0.434,0.027,0,6,90,6,0
2577,0.01,0.01,0.013,13.742,0.324,0.024,0,6,90,6,0
2577.5,0.01,0,0.01,9.925,0.197,0.018,0,6,90,6,0
2578,0.004,-0.003,0.005,5.064,0.06,0.009,0,6,90,6,0
2578.5,0,0,0,0.666,-0.077,0.002,0,6,90,6,0
2579,0.002,0.002,-0.003,-2.162,-0.207,-0.003,0,6,90,6,0
2579.5,0.003,0,-0.003,-2.585,-0.321,-0.003,0,6,90,6,0
2580,0.001,-0.001,-0.002,-0.95,-0.413,0,0,6,90,6,0
2580.5,0,0.001,0,1.904,-0.477,0.006,0,6,90,6,0
2581,0.002,0.002,0.003,4.928,-0.51,0.012,0,6,90,6,0
2581.5,0.005,0,0.005,7.186,-0.511,0.016,0,6,90,6,0
2582,0.005,-0.005,0.006,8.391,-0.48,0.018,0,6,90,6,0
2582.5,0,-0.007,0.007,8.336,-0.42,0.018,0,6,90,6,0
2583,-0.004,-0.004,0.005,6.916,-0.336,0.015,0,6,90,6,0
2583.5,-0.004,0,0.003,4.393,-0.233,0.01,0,6,90,6,0
2584,0,0,0,0.73,-0.118,0.002,0,6,90,6,0
2584.5,0,-0.003,-0.003,-3.243,0.002,-0.006,0,6,90,6,0
2585,-0.005,-0.005,-0.006,-7.158,0.12,-0.014,0,6,90,6,0
2585.5,-0.009,0,-0.009,-10.521,0.227,-0.021,0,6,90,6,0
2586,-0.008,0.008,-0.011,-12.926,0.317,-0.026,0,6,90,6,0
2586.5,0,0.012,-0.012,-14.055,0.387,-0.029,0,6,90,6,0
2587,0.009,0.009,-0.012,-14.054,0.43,-0.029,0,6,90,6,0
2587.5,0.011,0,-0.011,-13.213,0.446,-0.027,0,6,90,6,0
2588,0.007,-0.007,-0.01,-11.667,0.435,-0.024,0,6,90,6,0
2588.5,0,-0.007,-0.007,-8.751,0.396,-0.019,0,6,90,6,0
2589,-0.003,-0.003,-0.003,-4.733,0.334,-0.011,0,6,90,6,0
2589.5,0,0,0,-0.684,0.253,-0.003,0,6,90,6,0
2590,0.002,-0.002,0.003,2.468,0.158,0.004,0,6,90,6,0
2590.5,0,-0.004,0.004,3.902,0.055,0.007,0,6,90,6,0
2591,-0.003,-0.003,0.004,4.251,-0.049,0.008,0,6,90,6,0
2591.5,-0.004,0,0.004,4.498,-0.147,0.009,0,6,90,6,0
2592,-0.002,0.002,0.003,4.371,-0.235,0.01,0,6,90,6,0
2592.5,0,0.003,0.003,4.163,-0.305,0.01,0,6,90,6,0
2593,0.002,0.002,0.003,4.165,-0.356,0.01,0,6,90,6,0
2593.5,0.003,0,0.003,4.506,-0.383,0.011,0,6,90,6,0
2594,0.003,-0.003,0.004,5.119,-0.386,0.012,0,6,90,6,0
2594.5,0,-0.005,0.005,6.159,-0.365,0.014,0,6,90,6,0
2595,-0.005,-0.005,0.006,7.66,-0.322,0.016,0,6,90,6,0
2595.5,-0.008,0,0.008,9.456,-0.26,0.019,0,6,90,6,0
2596,-0.007,0.007,0.009,10.638,-0.183,0.021,0,6,90,6,0
2596.5,0,0.01,0.01,10.806,-0.097,0.021,0,6,90,6,0
2597,0.007,0.007,0.009,9.98,-0.007,0.019,0,6,90,6,0
2597.5,0.008,0,0.007,7.969,0.082,0.015,0,6,90,6,0
2598,0.004,-0.004,0.005,5.452,0.164,0.009,0,6,90,6,0
2598.5,0,-0.002,0.002,1.9,0.234,0.002,0,6,90,6,0
2599,0.001,0.001,-0.001,-2.411,0.287,-0.006,0,6,90,6,0
2599.5,0.005,0,-0.005,-6.28,0.322,-0.014,0,6,90,6,0
