时间t,纵向位移X,横向位移Y,垂向位移Z,横倾角Phi,纵倾角Theta,首向角Psi,船型,浪级,浪向角,吃水,航速
0.5,0,0.007,0.006,5.063,0,0.014,0,5,15,6,0
1,0.001,0.007,0.007,5.431,-0.008,0.015,0,5,15,6,0
1.5,0.002,0.006,0.006,4.698,-0.024,0.013,0,5,15,6,0
2,0.002,0.004,0.004,3.054,-0.048,0.009,0,5,15,6,0
2.5,0,0.001,0.001,0.842,-0.084,0.003,0,5,15,6,0
3,-0.002,-0.002,-0.002,-1.489,-0.133,-0.003,0,5,15,6,0
3.5,-0.004,-0.004,-0.005,-3.481,-0.191,-0.008,0,5,15,6,0
4,-0.006,-0.005,-0.007,-4.759,-0.253,-0.011,0,5,15,6,0
4.5,-0.007,-0.004,-0.007,-5.107,-0.317,-0.011,0,5,15,6,0
5,-0.007,-0.003,-0.007,-4.498,-0.378,-0.009,0,5,15,6,0
5.5,-0.006,-0.002,-0.005,-3.094,-0.433,-0.005,0,5,15,6,0
6,-0.003,0,-0.003,-1.201,-0.478,0,0,5,15,6,0
6.5,-0.001,0,-0.001,0.796,-0.508,0.006,0,5,15,6,0
7,0.001,0,0.001,2.522,-0.515,0.011,0,5,15,6,0
7.5,0.003,-0.001,0.003,3.628,-0.511,0.014,0,5,15,6,0
8,0.003,-0.001,0.003,3.843,-0.525,0.014,0,5,15,6,0
8.5,0.002,-0.001,0.002,3.159,-0.554,0.013,0,5,15,6,0
9,0,0,0,1.854,-0.553,0.009,0,5,15,6,0
9.5,-0.001,0.001,-0.002,0.242,-0.519,0.005,0,5,15,6,0
10,-0.002,0.003,-0.003,-1.317,-0.44,0,0,5,15,6,0
10.5,-0.002,0.004,-0.005,-2.612,-0.362,-0.004,0,5,15,6,0
11,-0.002,0.005,-0.005,-3.431,-0.293,-0.007,0,5,15,6,0
11.5,-0.002,0.006,-0.006,-3.698,-0.262,-0.008,0,5,15,6,0
12,-0.001,0.006,-0.005,-3.382,-0.265,-0.007,0,5,15,6,0
12.5,0,0.004,-0.004,-2.52,-0.283,-0.005,0,5,15,6,0
13,0,0.003,-0.003,-1.287,-0.311,-0.001,0,5,15,6,0
13.5,0,0.001,-0.001,0.056,-0.35,0.003,0,5,15,6,0
14,0,0,0,1.235,-0.399,0.006,0,5,15,6,0
14.5,0,-0.001,0.001,2.009,-0.462,0.009,0,5,15,6,0
15,-0.001,-0.001,0.001,2.355,-0.489,0.01,0,5,15,6,0
15.5,-0.001,-0.001,0.001,2.378,-0.427,0.01,0,5,15,6,0
16,-0.002,-0.001,0.002,2.161,-0.26,0.008,0,5,15,6,0
16.5,-0.002,-0.001,0.002,1.671,-0.04,0.005,0,5,15,6,0
17,-0.002,-0.001,0.002,0.911,0.185,0.001,0,5,15,6,0
17.5,-0.001,0,0.001,0.004,0.391,-0.003,0,5,15,6,0
18,-0.001,0,0.001,-0.764,0.61,-0.007,0,5,15,6,0
18.5,-0.002,0,0.002,-1.185,0.844,-0.01,0,5,15,6,0
19,-0.003,0,0.003,-1.14,1.095,-0.012,0,5,15,6,0
19.5,-0.004,0.001,0.004,-0.731,1.318,-0.012,0,5,15,6,0
20,-0.005,0.002,0.005,-0.168,1.458,-0.012,0,5,15,6,0
20.5,-0.006,0.003,0.006,0.401,1.504,-0.011,0,5,15,6,0
21,-0.005,0.004,0.006,0.858,1.453,-0.009,0,5,15,6,0
21.5,-0.005,0.005,0.006,1.149,1.322,-0.007,0,5,15,6,0
22,-0.004,0.005,0.006,1.239,1.126,-0.005,0,5,15,6,0
22.5,-0.002,0.004,0.004,0.971,0.817,-0.004,0,5,15,6,0
23,-0.001,0.002,0.002,0.311,0.389,-0.002,0,5,15,6,0
23.5,0,-0.002,-0.002,-0.748,-0.187,-0.001,0,5,15,6,0
24,0.001,-0.006,-0.006,-2.031,-0.881,0.001,0,5,15,6,0
24.5,0,-0.011,-0.01,-3.235,-1.629,0.004,0,5,15,6,0
25,-0.002,-0.015,-0.014,-4.102,-2.377,0.008,0,5,15,6,0
25.5,-0.005,-0.018,-0.017,-4.51,-3.093,0.012,0,5,15,6,0
26,-0.008,-0.019,-0.019,-4.448,-3.75,0.017,0,5,15,6,0
26.5,-0.011,-0.019,-0.02,-3.884,-4.28,0.023,0,5,15,6,0
27,-0.013,-0.017,-0.02,-2.863,-4.623,0.028,0,5,15,6,0
27.5,-0.015,-0.015,-0.019,-1.542,-4.744,0.033,0,5,15,6,0
28,-0.015,-0.011,-0.017,-0.215,-4.651,0.036,0,5,15,6,0
28.5,-0.014,-0.008,-0.015,0.859,-4.353,0.036,0,5,15,6,0
29,-0.012,-0.005,-0.012,1.454,-3.883,0.034,0,5,15,6,0
29.5,-0.01,-0.003,-0.01,1.494,-3.265,0.03,0,5,15,6,0
30,-0.008,-0.001,-0.008,1.126,-2.491,0.022,0,5,15,6,0
30.5,-0.006,0,-0.005,0.479,-1.605,0.014,0,5,15,6,0
31,-0.003,0,-0.002,-0.206,-0.624,0.004,0,5,15,6,0
31.5,0.001,0,0.001,-0.733,0.405,-0.005,0,5,15,6,0
32,0.004,-0.001,0.003,-1.133,1.364,-0.014,0,5,15,6,0
32.5,0.006,-0.003,0.006,-1.39,2.184,-0.021,0,5,15,6,0
33,0.007,-0.006,0.008,-1.434,2.829,-0.026,0,5,15,6,0
33.5,0.008,-0.008,0.01,-1.279,3.255,-0.029,0,5,15,6,0
34,0.007,-0.009,0.011,-1.023,3.419,-0.029,0,5,15,6,0
34.5,0.006,-0.01,0.011,-0.713,3.323,-0.028,0,5,15,6,0
35,0.004,-0.01,0.01,-0.384,2.99,-0.024,0,5,15,6,0
35.5,0.002,-0.009,0.009,-0.089,2.447,-0.019,0,5,15,6,0
36,0.001,-0.007,0.006,0.113,1.732,-0.013,0,5,15,6,0
36.5,0,-0.004,0.004,0.232,0.912,-0.006,0,5,15,6,0
37,0,0,0,0.224,0.024,0,0,5,15,6,0
37.5,0.001,0.003,-0.003,0.033,-0.895,0.007,0,5,15,6,0
38,0.003,0.007,-0.007,-0.3,-1.787,0.013,0,5,15,6,0
38.5,0.006,0.01,-0.01,-0.675,-2.586,0.018,0,5,15,6,0
39,0.008,0.011,-0.013,-0.941,-3.217,0.023,0,5,15,6,0
39.5,0.011,0.011,-0.014,-0.939,-3.605,0.026,0,5,15,6,0
40,0.012,0.009,-0.014,-0.623,-3.715,0.027,0,5,15,6,0
40.5,0.012,0.007,-0.013,-0.082,-3.554,0.028,0,5,15,6,0
41,0.011,0.004,-0.01,0.584,-3.132,0.026,0,5,15,6,0
41.5,0.008,0.002,-0.007,1.239,-2.48,0.023,0,5,15,6,0
42,0.004,0.001,-0.004,1.696,-1.669,0.018,0,5,15,6,0
42.5,0,0,0,1.913,-0.731,0.011,0,5,15,6,0
43,-0.004,0,0.003,1.878,0.276,0.003,0,5,15,6,0
43.5,-0.007,0.002,0.007,1.613,1.289,-0.006,0,5,15,6,0
44,-0.009,0.004,0.009,1,2.175,-0.014,0,5,15,6,0
44.5,-0.01,0.006,0.01,0.117,2.872,-0.022,0,5,15,6,0
45,-0.009,0.007,0.011,-0.858,3.339,-0.028,0,5,15,6,0
45.5,-0.008,0.008,0.011,-1.709,3.562,-0.032,0,5,15,6,0
46,-0.006,0.008,0.01,-2.361,3.496,-0.034,0,5,15,6,0
46.5,-0.004,0.007,0.008,-2.714,3.151,-0.032,0,5,15,6,0
47,-0.003,0.006,0.006,-2.634,2.586,-0.027,0,5,15,6,0
47.5,-0.001,0.004,0.004,-2.156,1.833,-0.02,0,5,15,6,0
48,0,0.002,0.002,-1.375,0.952,-0.011,0,5,15,6,0
48.5,0,0,0,-0.412,0.016,-0.001,0,5,15,6,0
49,0,-0.003,-0.003,0.5,-0.934,0.009,0,5,15,6,0
49.5,-0.001,-0.005,-0.005,1.177,-1.837,0.018,0,5,15,6,0
50,-0.003,-0.008,-0.008,1.42,-2.671,0.025,0,5,15,6,0
50.5,-0.006,-0.01,-0.011,1.204,-3.376,0.03,0,5,15,6,0
51,-0.009,-0.011,-0.013,0.623,-3.902,0.032,0,5,15,6,0
51.5,-0.012,-0.012,-0.015,-0.114,-4.19,0.032,0,5,15,6,0
52,-0.014,-0.011,-0.016,-0.939,-4.267,0.031,0,5,15,6,0
52.5,-0.016,-0.009,-0.017,-1.739,-4.146,0.028,0,5,15,6,0
53,-0.017,-0.007,-0.017,-2.39,-3.848,0.024,0,5,15,6,0
53.5,-0.016,-0.004,-0.015,-2.714,-3.373,0.019,0,5,15,6,0
54,-0.014,-0.002,-0.013,-2.735,-2.786,0.014,0,5,15,6,0
54.5,-0.012,0,-0.011,-2.533,-2.15,0.01,0,5,15,6,0
55,-0.009,0.001,-0.008,-2.18,-1.507,0.006,0,5,15,6,0
55.5,-0.006,0.002,-0.005,-1.753,-0.899,0.002,0,5,15,6,0
56,-0.003,0.001,-0.003,-1.373,-0.376,-0.001,0,5,15,6,0
56.5,-0.001,0.001,-0.001,-1.07,0.051,-0.003,0,5,15,6,0
57,0,0,0,-0.841,0.377,-0.005,0,5,15,6,0
57.5,0.001,-0.001,0.001,-0.753,0.572,-0.006,0,5,15,6,0
58,0.001,-0.001,0.001,-0.831,0.623,-0.007,0,5,15,6,0
58.5,0,-0.001,0.001,-1.075,0.521,-0.007,0,5,15,6,0
59,0,0.001,-0.001,-1.332,0.316,-0.006,0,5,15,6,0
59.5,0,0.001,-0.001,-1.375,0.087,-0.004,0,5,15,6,0
60,0,0.002,-0.002,-1.141,-0.139,-0.002,0,5,15,6,0
60.5,0,0.003,-0.002,-0.76,-0.378,0.001,0,5,15,6,0
61,0,0.002,-0.002,-0.215,-0.57,0.004,0,5,15,6,0
61.5,0.001,0.002,-0.002,0.416,-0.7,0.007,0,5,15,6,0
62,0.001,0.002,-0.002,0.985,-0.768,0.009,0,5,15,6,0
62.5,0,0.001,-0.001,1.502,-0.724,0.01,0,5,15,6,0
63,0,0,0,1.912,-0.565,0.01,0,5,15,6,0
63.5,-0.001,-0.001,0.002,2.138,-0.304,0.008,0,5,15,6,0
64,-0.003,-0.002,0.003,2.228,0.075,0.005,0,5,15,6,0
64.5,-0.004,-0.002,0.004,2.068,0.498,0.002,0,5,15,6,0
65,-0.006,-0.002,0.006,1.712,0.951,-0.003,0,5,15,6,0
65.5,-0.007,-0.002,0.007,1.257,1.41,-0.008,0,5,15,6,0
66,-0.008,-0.001,0.008,0.836,1.861,-0.012,0,5,15,6,0
66.5,-0.01,0,0.009,0.498,2.262,-0.016,0,5,15,6,0
67,-0.01,0.001,0.01,0.263,2.575,-0.019,0,5,15,6,0
67.5,-0.011,0.003,0.01,0.161,2.78,-0.021,0,5,15,6,0
68,-0.011,0.005,0.011,0.355,2.926,-0.022,0,5,15,6,0
68.5,-0.011,0.006,0.012,0.766,2.983,-0.021,0,5,15,6,0
69,-0.011,0.008,0.012,1.291,2.95,-0.02,0,5,15,6,0
69.5,-0.01,0.01,0.013,1.925,2.873,-0.017,0,5,15,6,0
70,-0.008,0.011,0.013,2.458,2.715,-0.015,0,5,15,6,0
70.5,-0.007,0.011,0.012,2.698,2.462,-0.012,0,5,15,6,0
71,-0.005,0.011,0.011,2.677,2.16,-0.01,0,5,15,6,0
71.5,-0.003,0.01,0.009,2.395,1.818,-0.008,0,5,15,6,0
72,-0.001,0.009,0.008,2.022,1.502,-0.006,0,5,15,6,0
72.5,0,0.007,0.007,1.75,1.267,-0.005,0,5,15,6,0
73,0.001,0.007,0.006,1.625,1.12,-0.004,0,5,15,6,0
73.5,0.002,0.006,0.006,1.584,1.036,-0.004,0,5,15,6,0
74,0.002,0.006,0.006,1.605,1.014,-0.004,0,5,15,6,0
74.5,0.003,0.006,0.006,1.695,1.061,-0.004,0,5,15,6,0
75,0.004,0.006,0.006,1.85,1.177,-0.004,0,5,15,6,0
75.5,0.006,0.006,0.007,2.051,1.358,-0.005,0,5,15,6,0
76,0.008,0.006,0.009,2.339,1.624,-0.006,0,5,15,6,0
76.5,0.01,0.006,0.01,2.67,1.956,-0.008,0,5,15,6,0
77,0.012,0.005,0.012,2.935,2.317,-0.01,0,5,15,6,0
77.5,0.014,0.004,0.013,3.038,2.667,-0.013,0,5,15,6,0
78,0.016,0.002,0.015,3.043,3.02,-0.015,0,5,15,6,0
78.5,0.017,0,0.015,2.899,3.324,-0.018,0,5,15,6,0
79,0.017,-0.002,0.016,2.558,3.534,-0.021,0,5,15,6,0
79.5,0.017,-0.004,0.016,2.157,3.67,-0.023,0,5,15,6,0
80,0.015,-0.006,0.015,1.726,3.698,-0.024,0,5,15,6,0
80.5,0.014,-0.008,0.015,1.413,3.649,-0.025,0,5,15,6,0
81,0.012,-0.01,0.014,1.326,3.541,-0.024,0,5,15,6,0
81.5,0.011,-0.011,0.014,1.499,3.392,-0.022,0,5,15,6,0
82,0.009,-0.012,0.014,1.875,3.205,-0.02,0,5,15,6,0
82.5,0.007,-0.013,0.013,2.25,2.947,-0.017,0,5,15,6,0
83,0.005,-0.012,0.012,2.424,2.593,-0.014,0,5,15,6,0
83.5,0.003,-0.011,0.01,2.16,2.09,-0.01,0,5,15,6,0
84,0.001,-0.008,0.007,1.496,1.473,-0.007,0,5,15,6,0
84.5,0,-0.004,0.004,0.598,0.79,-0.005,0,5,15,6,0
85,0,0,0,-0.358,0.078,-0.002,0,5,15,6,0
85.5,0.001,0.004,-0.004,-1.243,-0.64,0.002,0,5,15,6,0
86,0.003,0.007,-0.007,-1.903,-1.322,0.005,0,5,15,6,0
86.5,0.005,0.009,-0.009,-2.094,-1.877,0.009,0,5,15,6,0
87,0.007,0.009,-0.01,-1.839,-2.299,0.013,0,5,15,6,0
87.5,0.008,0.008,-0.011,-1.177,-2.548,0.017,0,5,15,6,0
88,0.008,0.006,-0.01,-0.238,-2.609,0.02,0,5,15,6,0
88.5,0.007,0.004,-0.008,0.793,-2.477,0.021,0,5,15,6,0
89,0.006,0.002,-0.006,1.699,-2.17,0.022,0,5,15,6,0
89.5,0.004,0.001,-0.004,2.194,-1.755,0.02,0,5,15,6,0
90,0.002,0,-0.002,2.271,-1.223,0.016,0,5,15,6,0
90.5,0,0,0,1.925,-0.62,0.01,0,5,15,6,0
91,-0.002,0,0.002,1.238,0.015,0.003,0,5,15,6,0
91.5,-0.003,0.001,0.003,0.324,0.628,-0.004,0,5,15,6,0
92,-0.004,0.001,0.004,-0.596,1.197,-0.011,0,5,15,6,0
92.5,-0.004,0.003,0.005,-1.22,1.734,-0.017,0,5,15,6,0
93,-0.005,0.004,0.006,-1.387,2.217,-0.021,0,5,15,6,0
93.5,-0.006,0.006,0.008,-1.059,2.627,-0.023,0,5,15,6,0
94,-0.007,0.009,0.01,-0.426,2.898,-0.024,0,5,15,6,0
94.5,-0.006,0.01,0.011,0.278,2.985,-0.023,0,5,15,6,0
95,-0.005,0.011,0.011,0.824,2.857,-0.02,0,5,15,6,0
95.5,-0.003,0.011,0.01,1.031,2.501,-0.017,0,5,15,6,0
96,-0.001,0.009,0.008,0.856,1.941,-0.013,0,5,15,6,0
96.5,0,0.005,0.005,0.352,1.217,-0.009,0,5,15,6,0
97,0,0.001,0.001,-0.412,0.359,-0.004,0,5,15,6,0
97.5,-0.001,-0.004,-0.004,-1.294,-0.582,0.001,0,5,15,6,0
98,-0.003,-0.008,-0.008,-2.073,-1.526,0.006,0,5,15,6,0
98.5,-0.006,-0.011,-0.012,-2.533,-2.392,0.012,0,5,15,6,0
99,-0.01,-0.012,-0.014,-2.593,-3.131,0.017,0,5,15,6,0
99.5,-0.012,-0.012,-0.016,-2.143,-3.653,0.023,0,5,15,6,0
100,-0.014,-0.01,-0.016,-1.315,-3.947,0.027,0,5,15,6,0
100.5,-0.014,-0.008,-0.015,-0.263,-3.987,0.03,0,5,15,6,0
101,-0.013,-0.005,-0.013,0.793,-3.781,0.032,0,5,15,6,0
101.5,-0.01,-0.003,-0.01,1.663,-3.339,0.031,0,5,15,6,0
102,-0.007,-0.001,-0.007,2.247,-2.67,0.027,0,5,15,6,0
102.5,-0.004,0,-0.003,2.462,-1.819,0.021,0,5,15,6,0
103,0,0,0,2.28,-0.842,0.013,0,5,15,6,0
103.5,0.003,-0.001,0.003,1.822,0.223,0.003,0,5,15,6,0
104,0.006,-0.003,0.006,1.144,1.287,-0.007,0,5,15,6,0
104.5,0.008,-0.005,0.009,0.51,2.336,-0.017,0,5,15,6,0
105,0.01,-0.008,0.012,0.092,3.316,-0.026,0,5,15,6,0
105.5,0.011,-0.011,0.015,-0.031,4.169,-0.033,0,5,15,6,0
106,0.012,-0.015,0.017,0.092,4.821,-0.037,0,5,15,6,0
106.5,0.01,-0.018,0.019,0.38,5.222,-0.04,0,5,15,6,0
107,0.008,-0.02,0.02,0.586,5.282,-0.04,0,5,15,6,0
107.5,0.005,-0.019,0.018,0.51,4.954,-0.037,0,5,15,6,0
108,0.002,-0.017,0.015,0.097,4.242,-0.033,0,5,15,6,0
108.5,0,-0.012,0.011,-0.569,3.197,-0.026,0,5,15,6,0
109,-0.001,-0.005,0.005,-1.369,1.883,-0.018,0,5,15,6,0
109.5,0,0.001,-0.001,-2.128,0.396,-0.009,0,5,15,6,0
110,0.003,0.008,-0.008,-2.729,-1.184,0.002,0,5,15,6,0
110.5,0.007,0.013,-0.014,-3.071,-2.757,0.013,0,5,15,6,0
111,0.013,0.017,-0.019,-3.176,-4.257,0.025,0,5,15,6,0
111.5,0.018,0.018,-0.024,-3.027,-5.584,0.035,0,5,15,6,0
112,0.023,0.018,-0.027,-2.626,-6.647,0.045,0,5,15,6,0
112.5,0.027,0.016,-0.029,-2.013,-7.369,0.052,0,5,15,6,0
113,0.029,0.012,-0.029,-1.3,-7.71,0.057,0,5,15,6,0
113.5,0.03,0.008,-0.028,-0.573,-7.634,0.058,0,5,15,6,0
114,0.027,0.004,-0.025,0.115,-7.123,0.056,0,5,15,6,0
114.5,0.023,0,-0.021,0.786,-6.162,0.05,0,5,15,6,0
115,0.017,-0.002,-0.015,1.445,-4.779,0.041,0,5,15,6,0
115.5,0.009,-0.002,-0.008,2.06,-3.035,0.029,0,5,15,6,0
116,0.001,0,-0.001,2.533,-1.044,0.015,0,5,15,6,0
116.5,-0.007,0.004,0.008,2.888,1.11,-0.001,0,5,15,6,0
117,-0.013,0.01,0.016,3.078,3.286,-0.017,0,5,15,6,0
117.5,-0.018,0.018,0.023,3.145,5.381,-0.034,0,5,15,6,0
118,-0.02,0.026,0.03,3.087,7.262,-0.048,0,5,15,6,0
118.5,-0.019,0.033,0.035,2.968,8.839,-0.061,0,5,15,6,0
119,-0.016,0.04,0.039,2.872,10.041,-0.071,0,5,15,6,0
119.5,-0.012,0.044,0.042,2.815,10.796,-0.077,0,5,15,6,0
120,-0.006,0.047,0.043,2.878,11.099,-0.079,0,5,15,6,0
120.5,0,0.047,0.043,3.117,10.964,-0.077,0,5,15,6,0
121,0.006,0.045,0.042,3.496,10.413,-0.072,0,5,15,6,0
121.5,0.011,0.041,0.039,3.93,9.486,-0.063,0,5,15,6,0
122,0.014,0.035,0.035,4.212,8.203,-0.053,0,5,15,6,0
122.5,0.016,0.027,0.029,4.268,6.649,-0.04,0,5,15,6,0
123,0.015,0.02,0.023,4.04,4.904,-0.027,0,5,15,6,0
123.5,0.012,0.012,0.015,3.574,3.079,-0.014,0,5,15,6,0
124,0.007,0.005,0.008,2.895,1.257,-0.002,0,5,15,6,0
124.5,0.001,0.001,0.001,2.168,-0.433,0.009,0,5,15,6,0
125,-0.005,-0.002,-0.005,1.538,-1.893,0.019,0,5,15,6,0
125.5,-0.01,-0.003,-0.009,1.148,-3.027,0.027,0,5,15,6,0
126,-0.013,-0.002,-0.012,0.98,-3.809,0.032,0,5,15,6,0
126.5,-0.015,0,-0.014,1.021,-4.206,0.036,0,5,15,6,0
127,-0.015,0.002,-0.013,1.258,-4.2,0.036,0,5,15,6,0
127.5,-0.013,0.003,-0.012,1.522,-3.846,0.034,0,5,15,6,0
128,-0.009,0.004,-0.009,1.681,-3.197,0.029,0,5,15,6,0
128.5,-0.006,0.003,-0.006,1.727,-2.288,0.023,0,5,15,6,0
129,-0.002,0.001,-0.002,1.657,-1.185,0.014,0,5,15,6,0
129.5,0.002,-0.002,0.002,1.492,0.043,0.004,0,5,15,6,0
130,0.004,-0.005,0.006,1.27,1.317,-0.007,0,5,15,6,0
130.5,0.006,-0.01,0.01,1.059,2.567,-0.017,0,5,15,6,0
131,0.006,-0.015,0.014,0.905,3.717,-0.027,0,5,15,6,0
131.5,0.005,-0.019,0.018,0.81,4.687,-0.034,0,5,15,6,0
132,0.003,-0.022,0.02,0.742,5.406,-0.04,0,5,15,6,0
132.5,0,-0.024,0.022,0.704,5.832,-0.044,0,5,15,6,0
133,-0.003,-0.024,0.022,0.701,5.946,-0.045,0,5,15,6,0
133.5,-0.006,-0.023,0.022,0.778,5.765,-0.043,0,5,15,6,0
134,-0.008,-0.02,0.02,0.89,5.295,-0.039,0,5,15,6,0
134.5,-0.01,-0.017,0.018,1.064,4.593,-0.033,0,5,15,6,0
135,-0.01,-0.013,0.015,1.277,3.708,-0.026,0,5,15,6,0
135.5,-0.009,-0.009,0.011,1.483,2.7,-0.017,0,5,15,6,0
136,-0.007,-0.005,0.008,1.736,1.672,-0.008,0,5,15,6,0
136.5,-0.005,-0.003,0.005,2.01,0.689,0,0,5,15,6,0
137,-0.002,-0.001,0.002,2.148,-0.228,0.008,0,5,15,6,0
137.5,0.001,0,-0.001,2.072,-1.041,0.014,0,5,15,6,0
138,0.004,0.001,-0.004,1.795,-1.703,0.018,0,5,15,6,0
138.5,0.007,0,-0.006,1.375,-2.179,0.021,0,5,15,6,0
139,0.008,-0.001,-0.008,0.898,-2.446,0.022,0,5,15,6,0
139.5,0.009,-0.002,-0.008,0.45,-2.494,0.021,0,5,15,6,0
140,0.008,-0.003,-0.008,0.059,-2.349,0.018,0,5,15,6,0
140.5,0.007,-0.004,-0.008,-0.301,-2.059,0.015,0,5,15,6,0
141,0.006,-0.004,-0.007,-0.619,-1.661,0.011,0,5,15,6,0
141.5,0.004,-0.004,-0.005,-0.84,-1.184,0.007,0,5,15,6,0
142,0.002,-0.003,-0.004,-0.995,-0.686,0.003,0,5,15,6,0
142.5,0.001,-0.002,-0.002,-1.072,-0.199,-0.001,0,5,15,6,0
143,0,0,0,-1.071,0.242,-0.005,0,5,15,6,0
143.5,0,0.001,0.001,-1.133,0.557,-0.007,0,5,15,6,0
144,0,0.001,0.001,-1.298,0.718,-0.009,0,5,15,6,0
144.5,0,0.001,0.001,-1.572,0.702,-0.01,0,5,15,6,0
145,0,-0.001,-0.001,-1.911,0.512,-0.009,0,5,15,6,0
145.5,-0.001,-0.002,-0.002,-2.235,0.169,-0.007,0,5,15,6,0
146,-0.002,-0.004,-0.004,-2.528,-0.323,-0.004,0,5,15,6,0
146.5,-0.004,-0.006,-0.007,-2.746,-0.931,0,0,5,15,6,0
147,-0.006,-0.008,-0.009,-2.858,-1.618,0.005,0,5,15,6,0
147.5,-0.009,-0.009,-0.012,-2.852,-2.343,0.011,0,5,15,6,0
148,-0.012,-0.009,-0.014,-2.662,-3.03,0.016,0,5,15,6,0
148.5,-0.015,-0.009,-0.016,-2.279,-3.622,0.022,0,5,15,6,0
149,-0.017,-0.007,-0.017,-1.741,-4.068,0.027,0,5,15,6,0
149.5,-0.018,-0.005,-0.017,-1.148,-4.344,0.031,0,5,15,6,0
150,-0.018,-0.002,-0.017,-0.628,-4.437,0.033,0,5,15,6,0
150.5,-0.017,0,-0.016,-0.303,-4.357,0.033,0,5,15,6,0
151,-0.016,0.002,-0.015,-0.232,-4.11,0.031,0,5,15,6,0
151.5,-0.015,0.004,-0.014,-0.433,-3.722,0.028,0,5,15,6,0
152,-0.012,0.005,-0.012,-0.751,-3.177,0.023,0,5,15,6,0
152.5,-0.009,0.005,-0.01,-0.925,-2.445,0.017,0,5,15,6,0
153,-0.006,0.004,-0.007,-0.907,-1.578,0.01,0,5,15,6,0
153.5,-0.002,0.002,-0.003,-0.555,-0.571,0.003,0,5,15,6,0
154,0.001,-0.002,0.002,0.037,0.495,-0.004,0,5,15,6,0
154.5,0.004,-0.006,0.006,0.734,1.554,-0.01,0,5,15,6,0
155,0.005,-0.011,0.011,1.435,2.557,-0.016,0,5,15,6,0
155.5,0.004,-0.016,0.015,2.101,3.48,-0.022,0,5,15,6,0
156,0.003,-0.02,0.019,2.634,4.272,-0.026,0,5,15,6,0
156.5,0,-0.023,0.021,2.933,4.887,-0.03,0,5,15,6,0
157,-0.003,-0.024,0.023,2.931,5.284,-0.033,0,5,15,6,0
157.5,-0.006,-0.024,0.023,2.662,5.453,-0.035,0,5,15,6,0
158,-0.009,-0.022,0.022,2.292,5.426,-0.036,0,5,15,6,0
158.5,-0.011,-0.02,0.021,1.926,5.213,-0.036,0,5,15,6,0
159,-0.013,-0.017,0.019,1.619,4.825,-0.033,0,5,15,6,0
159.5,-0.013,-0.013,0.017,1.408,4.281,-0.03,0,5,15,6,0
160,-0.012,-0.009,0.014,1.194,3.568,-0.025,0,5,15,6,0
160.5,-0.01,-0.006,0.011,0.976,2.724,-0.019,0,5,15,6,0
161,-0.007,-0.003,0.007,0.68,1.759,-0.012,0,5,15,6,0
161.5,-0.004,-0.001,0.003,0.499,0.797,-0.005,0,5,15,6,0
162,0,0,0,0.539,-0.087,0.002,0,5,15,6,0
162.5,0.002,0,-0.002,0.864,-0.808,0.009,0,5,15,6,0
163,0.003,0,-0.003,1.36,-1.348,0.014,0,5,15,6,0
163.5,0.004,-0.001,-0.004,1.954,-1.658,0.018,0,5,15,6,0
164,0.003,-0.001,-0.003,2.571,-1.711,0.02,0,5,15,6,0
164.5,0.001,-0.001,-0.002,3.121,-1.498,0.02,0,5,15,6,0
165,-0.001,0,0.001,3.494,-1.042,0.018,0,5,15,6,0
165.5,-0.002,0.002,0.003,3.558,-0.403,0.013,0,5,15,6,0
166,-0.004,0.005,0.005,3.306,0.378,0.006,0,5,15,6,0
166.5,-0.004,0.008,0.008,2.848,1.267,-0.002,0,5,15,6,0
167,-0.005,0.011,0.011,2.316,2.216,-0.011,0,5,15,6,0
167.5,-0.004,0.014,0.014,1.825,3.167,-0.02,0,5,15,6,0
168,-0.002,0.018,0.016,1.472,4.061,-0.028,0,5,15,6,0
168.5,0,0.02,0.019,1.22,4.804,-0.034,0,5,15,6,0
169,0.003,0.022,0.02,0.973,5.305,-0.039,0,5,15,6,0
169.5,0.006,0.022,0.021,0.719,5.524,-0.041,0,5,15,6,0
170,0.008,0.02,0.02,0.424,5.422,-0.041,0,5,15,6,0
170.5,0.01,0.017,0.018,0.044,4.976,-0.039,0,5,15,6,0
171,0.01,0.013,0.015,-0.352,4.226,-0.034,0,5,15,6,0
171.5,0.008,0.008,0.011,-0.704,3.215,-0.027,0,5,15,6,0
172,0.005,0.004,0.006,-0.952,2.011,-0.018,0,5,15,6,0
172.5,0.001,0.001,0.001,-1.082,0.68,-0.008,0,5,15,6,0
173,-0.003,-0.001,-0.003,-0.894,-0.619,0.002,0,5,15,6,0
173.5,-0.007,-0.002,-0.007,-0.346,-1.782,0.013,0,5,15,6,0
174,-0.01,-0.001,-0.009,0.513,-2.716,0.023,0,5,15,6,0
174.5,-0.011,0,-0.01,1.437,-3.398,0.03,0,5,15,6,0
175,-0.012,0.002,-0.011,2.159,-3.817,0.036,0,5,15,6,0
175.5,-0.012,0.003,-0.011,2.546,-3.948,0.038,0,5,15,6,0
176,-0.01,0.004,-0.01,2.709,-3.724,0.036,0,5,15,6,0
176.5,-0.008,0.004,-0.008,2.613,-3.183,0.032,0,5,15,6,0
177,-0.005,0.004,-0.006,2.293,-2.358,0.025,0,5,15,6,0
177.5,-0.002,0.002,-0.002,1.934,-1.266,0.015,0,5,15,6,0
