Structure Position, RAO-Based Response
Line A: Structure Position, RAO-Based Response - Global Z (Part - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [m]
Line B: Structure Position, RAO-Based Response - Global RX (Part) [°]
Line C: Structure Position, RAO-Based Response - Global RY (Part) [°]

*Time (s),Line A (m),Line B (°),Line C (°)
0.0,0.293125331401825,-0.84820294380188,0.968396306037903
0.1,0.319512575864792,-0.666151821613312,0.904295206069946
0.2,0.344669699668884,-0.482463210821152,0.834121763706207
0.3,0.368372440338135,-0.297906935214996,0.757912874221802
0.4,0.390402346849442,-0.11323369294405,0.676246643066406
0.5,0.410547882318497,7.08279684185982E-02,0.589314162731171
0.6,0.428608953952789,0.253570854663849,0.49747633934021
0.7,0.444398015737534,0.434306859970093,0.401427656412125
0.8,0.457742989063263,0.612368643283844,0.301371544599533
0.9,0.4684898853302,0.787102043628693,0.198093935847282
1,0.476503103971481,0.957876324653625,9.19733271002769E-02
1.1,0.481669515371323,1.12406718730927,-1.63054428994656E-02
1.2,0.4838986992836,1.28506708145142,-0.12619349360466
1.3,0.483124613761902,1.44027459621429,-0.236941128969193
1.4,0.479307234287262,1.58910238742828,-0.347880482673645
1.5,0.472432792186737,1.73096346855164,-0.458306074142456
1.6,0.462514638900757,1.86528074741364,-0.567651927471161
1.7,0.449593424797058,1.9914802312851,-0.674887418746948
1.8,0.4337377846241,2.10899710655212,-0.779525578022003
1.9,0.415042549371719,2.21727108955383,-0.880779385566711
2,0.393629670143127,2.31574845314026,-0.977864623069763
2.1,0.369645655155182,2.403888463974,-1.07006824016571
2.2,0.343262016773224,2.48116302490234,-1.15666079521179
2.3,0.314672231674194,2.54706168174744,-1.2369636297226
2.4,0.284091114997864,2.60109400749207,-1.31032276153564
2.5,0.251751750707626,2.64280033111572,-1.37610030174255
2.6,0.217903792858124,2.6717483997345,-1.43360650539398
2.7,0.182810947299004,2.6875536441803,-1.48237085342407
2.8,0.146748200058937,2.68987011909485,-1.52193868160248
2.9,0.109999239444733,2.67840123176575,-1.55165576934814
3,7.28527680039406E-02,2.65291833877563,-1.57136726379395
