Structure Position, RAO-Based Response
Line A: Structure Position, RAO-Based Response - Global Z (Part - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [m]
Line B: Structure Position, RAO-Based Response - Global RX (Part) [°]
Line C: Structure Position, RAO-Based Response - Global RY (Part) [°]

*Time (s),Line A (m),Line B (°),Line C (°)
0.0,0.425295442342758,5.08342838287354,5.30301257967949E-02
0.1,0.351816356182098,4.90092992782593,3.93203273415565E-02
0.2,0.273775696754456,4.6981987953186,2.47069504112005E-02
0.3,0.191565483808517,4.47647714614868,9.3125319108367E-03
0.4,0.105643339455128,4.23702621459961,-6.56122993677855E-03
0.5,1.65315587073565E-02,3.98113203048706,-2.26201079785824E-02
0.6,-7.51800686120987E-02,3.71007132530212,-3.88510152697563E-02
0.7,-0.16883185505867,3.42511081695557,-0.054679699242115
0.8,-0.263696610927582,3.12748408317566,-7.00474306941032E-02
0.9,-0.35898169875145,2.81837368011475,-8.47689285874367E-02
1,-0.453831315040588,2.49890875816345,-9.84143987298012E-02
1.1,-0.547336161136627,2.17014503479004,-0.110752314329147
1.2,-0.638540983200073,1.83306872844696,-0.121483162045479
1.3,-0.726456344127655,1.48860228061676,-0.130708768963814
1.4,-0.810075640678406,1.13762223720551,-0.137614160776138
1.5,-0.888391852378845,0.780959248542786,-0.142334327101707
1.6,-0.960414707660675,0.419452607631683,-0.144472226500511
1.7,-1.02519631385803,5.39642050862312E-02,-0.144184947013855
1.8,-1.08184778690338,-0.314581423997879,-0.140992432832718
1.9,-1.12956213951111,-0.685152232646942,-0.135110199451447
2,-1.16763353347778,-1.05659520626068,-0.126360028982162
2.1,-1.19547164440155,-1.42759013175964,-0.114538341760635
2.2,-1.21261739730835,-1.79664504528046,-0.100100338459015
2.3,-1.21874988079071,-2.16208243370056,-8.28883126378059E-02
2.4,-1.21369540691376,-2.52204346656799,-6.37036114931107E-02
2.5,-1.19742441177368,-2.8745014667511,-4.20624725520611E-02
2.6,-1.17005324363708,-3.21728253364563,-1.88366007059813E-02
2.7,-1.13183808326721,-3.548100233078,5.89567655697465E-03
2.8,-1.08316612243652,-3.86457920074463,3.16145606338978E-02
2.9,-1.02454745769501,-4.16430568695068,0.057744599878788
3,-0.956603705883026,-4.4448561668396,8.39325040578842E-02
3.1,-0.88005530834198,-4.7038426399231,0.10996587574482
3.2,-0.795711696147919,-4.93895626068115,0.135024324059486
3.3,-0.704454302787781,-5.1479926109314,0.15893380343914
3.4,-0.607228755950928,-5.32889270782471,0.181124567985535
3.5,-0.505028963088989,-5.47978639602661,0.201258137822151
3.6,-0.39888471364975,-5.59899616241455,0.218920052051544
3.7,-0.289849936962128,-5.68508243560791,0.233785316348076
3.8,-0.178989753127098,-5.73685932159424,0.245673418045044
3.9,-6.73674643039703E-02,-5.7534031867981,0.254325062036514
4,4.39659282565117E-02,-5.73408222198486,0.259316980838776
4.1,0.153984412550926,-5.67855310440063,0.260888606309891
4.2,0.261698305606842,-5.58675861358643,0.258842706680298
4.3,0.366160839796066,-5.45894145965576,0.253194868564606
4.4,0.466482877731323,-5.29564142227173,0.243847757577896
4.5,0.561836004257202,-5.09766054153442,0.231037795543671
4.6,0.651460707187653,-4.86608600616455,0.215188458561897
4.7,0.734672069549561,-4.60225391387939,0.195898547768593
4.8,0.810861825942993,-4.30774259567261,0.174053266644478
4.9,0.879503667354584,-3.98434782028198,0.149506375193596
5,0.940154612064362,-3.63407611846924,0.122910216450691
5.1,0.992452502250671,-3.25912261009216,9.44156870245934E-02
5.2,1.03611874580383,-2.86184549331665,6.44396618008614E-02
5.3,1.07095742225647,-2.44477319717407,3.33488844335079E-02
5.4,1.09685075283051,-2.01055836677551,1.44060631282628E-03
5.5,1.11376261711121,-1.56199157238007,-3.04593555629253E-02
5.6,1.12173080444336,-1.10196244716644,-6.26345127820969E-02
5.7,1.1208678483963,-0.633460879325867,-9.40520390868187E-02
5.8,1.11135637760162,-0.15956212580204,-0.12426795810461
5.9,1.09344863891602,0.316607654094696,-0.153745695948601
6,1.06745958328247,0.791864991188049,-0.18110728263855
6.1,1.03376579284668,1.26301538944244,-0.206716537475586
6.2,0.992798328399658,1.72685348987579,-0.229969799518585
6.3,0.945040822029114,2.18019556999207,-0.25063356757164
