Structure Position, RAO-Based Response
Line A: Structure Position, RAO-Based Response - Global Z (Part - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [m]
Line B: Structure Position, RAO-Based Response - Global RX (Part) [°]
Line C: Structure Position, RAO-Based Response - Global RY (Part) [°]

*Time (s),Line A (m),Line B (°),Line C (°)
0.0,0.0,0.0,0.0
0.1,-4.73710766527802E-04,1.95476741282619E-06,1.8172855488956E-03
0.2,-1.8016966059804E-03,7.46108753446606E-06,7.72616034373641E-03
0.3,-3.82631178945303E-03,1.59077117132256E-05,1.83339063078165E-02
0.4,-6.36799540370703E-03,2.65920371020911E-05,3.41354310512543E-02
0.5,-9.22796409577131E-03,3.87306026823353E-05,5.55044934153557E-02
0.6,-1.21912127360702E-02,5.14438797836192E-05,8.26862677931786E-02
0.7,-1.50296939536929E-02,6.38662022538483E-05,0.115791961550713
0.8,-1.75057500600815E-02,7.49747559893876E-05,0.154794543981552
0.9,-1.93755887448788E-02,8.38114428916015E-05,0.199526354670525
1,-2.03930549323559E-02,8.92924435902387E-05,0.249679431319237
1.1,-2.03133076429367E-02,9.0365378127899E-05,0.30480620265007
1.2,-1.88965182751417E-02,8.62289598444477E-05,0.364322811365128
1.3,-1.59117039293051E-02,7.5564777944237E-05,0.427514135837555
1.4,-1.11404471099377E-02,5.75063495489303E-05,0.493540525436401
1.5,-4.38019167631865E-03,3.11470648739487E-05,0.561447143554688
1.6,4.55194758251309E-03,-4.54271412309026E-06,0.630171895027161
1.7,1.58163085579872E-02,-4.99015841342043E-05,0.698558270931244
1.8,2.95475143939257E-02,-1.05969767901115E-04,0.765367984771729
1.9,4.58517223596573E-02,-1.73018168425187E-04,0.829295039176941
2,6.48043230175972E-02,-2.51374003710225E-04,0.888980627059937
2.1,8.64478573203087E-02,-3.41202656272799E-04,0.943027794361115
2.2,0.110790051519871,-4.42803051555529E-04,0.990021646022797
2.3,0.137802630662918,-5.55373087991029E-04,1.02854001522064
2.4,0.167420729994774,-6.78823562338948E-04,1.05717873573303
2.5,0.199541375041008,-8.1256905104965E-04,1.07456302642822
2.6,0.234024256467819,-9.55823808908463E-04,1.07936882972717
2.7,0.270691305398941,-1.10696721822023E-03,1.07033634185791
2.8,0.309328228235245,-1.26519030891359E-03,1.0462908744812
2.9,0.349684596061707,-1.42919318750501E-03,1.00615549087524
3,0.391475409269333,-1.59726256970316E-03,0.94897198677063
3.1,0.434384524822235,-1.76766701042652E-03,0.873905956745148
3.2,0.478064328432083,-1.93911441601813E-03,0.780268967151642
3.3,0.522140204906464,-2.10964865982533E-03,0.667528510093689
3.4,0.566213130950928,-2.27796193212271E-03,0.535315334796906
3.5,0.609861969947815,-2.44246097281575E-03,0.383436620235443
3.6,0.652647495269775,-2.60181329213083E-03,0.211883246898651
3.7,0.694116175174713,-2.75486521422863E-03,2.08372790366411E-02
3.8,0.733804404735565,-2.90074967779219E-03,-0.189332485198975
3.9,0.771240711212158,-3.03861941210926E-03,-0.418051868677139
4,0.805951595306396,-0.003168088151142,-0.664552450180054
4.1,0.837465167045593,-3.28966462984681E-03,-0.927865386009216
4.2,0.865315973758698,-3.40226665139198E-03,-1.20682883262634
4.3,0.889047801494598,-3.50741180591285E-03,-1.50008857250214
4.4,0.908219277858734,-3.60514549538493E-03,-1.80609738826752
4.5,0.922407805919647,-3.69684118777514E-03,-2.12313628196716
4.6,0.931213736534119,-3.78348003141582E-03,-2.44930815696716
4.7,0.934269547462463,-3.86495073325932E-03,-2.78256440162659
4.8,0.931232333183289,-3.9434633217752E-03,-3.12069034576416
4.9,0.921791136264801,-4.01973817497492E-03,-3.46134400367737
5,0.905676305294037,-4.09205816686153E-03,-3.80205821990967
5.1,0.882661700248718,-4.16371459141374E-03,-4.1402587890625
5.2,0.852564692497253,-4.23339102417231E-03,-4.47327423095703
5.3,0.815252363681793,-4.30148700252175E-03,-4.79835891723633
5.4,0.770643413066864,-4.36426186934114E-03,-5.11271715164185
5.5,0.718708693981171,-4.42238012328744E-03,-5.41351556777954
5.6,0.659477889537811,-4.4726924970746E-03,-5.69789361953735
5.7,0.593038260936737,-4.51189186424017E-03,-5.96301603317261
5.8,0.519537925720215,-4.53724153339863E-03,-6.20606184005737
5.9,0.439187794923782,-4.54458827152848E-03,-6.42427492141724
6,0.35226121544838,-4.52618533745408E-03,-6.61498260498047
6.1,0.259095728397369,-4.48102224618196E-03,-6.77560615539551
6.2,0.160092294216156,-4.40190313383937E-03,-6.90369844436646
6.3,5.57182095944881E-02,-4.28204191848636E-03,-6.9969916343689
6.4,-5.34994229674339E-02,-4.11865301430225E-03,-7.05338382720947
6.5,-0.166969656944275,-3.90124041587114E-03,-7.07101106643677
6.6,-0.284046173095703,-3.62810445949435E-03,-7.04823589324951
6.7,-0.404028117656708,-3.29474732279778E-03,-6.98370170593262
6.8,-0.526162385940552,-2.8994339518249E-03,-6.87633991241455
6.9,-0.649654567241669,-2.43624858558178E-03,-6.72539377212524
7,-0.773670196533203,-1.90634233877063E-03,-6.53045558929443
7.1,-0.897341132164001,-1.30825769156218E-03,-6.29145574569702
7.2,-1.01977753639221,-6.4859411213547E-04,-6.00868701934814
7.3,-1.1400671005249,7.0733978645876E-05,-5.68283176422119
7.4,-1.25729143619537,8.43833084218204E-04,-5.31494855880737
7.5,-1.37053227424622,1.66160822845995E-03,-4.90647315979004
7.6,-1.47887885570526,2.51348712481558E-03,-4.45923089981079
7.7,-1.58143925666809,3.39048681780696E-03,-3.97542333602905
7.8,-1.6773476600647,4.27755527198315E-03,-3.4576108455658
7.9,-1.76577842235565,5.16089424490929E-03,-2.90870094299316
8,-1.84595024585724,6.02291664108634E-03,-2.33192682266235
8.1,-1.91713857650757,6.84816762804985E-03,-1.73081398010254
8.2,-1.97868049144745,7.61737255379558E-03,-1.10917949676514
8.3,-2.02998852729797,8.31280555576086E-03,-0.471044629812241
8.4,-2.07055115699768,8.91523156315088E-03,0.179349675774574
8.5,-2.09994316101074,9.40745510160923E-03,0.83758944272995
8.6,-2.11783146858215,9.77222621440887E-03,1.49916899204254
8.7,-2.12397766113281,9.99394897371531E-03,2.15949058532715
8.8,-2.11824321746826,1.00609650835395E-02,2.81394100189209
8.9,-2.10059213638306,9.96168050915003E-03,3.45791816711426
9,-2.07109236717224,9.69305448234081E-03,4.08687591552734
9.1,-2.02991414070129,9.25137102603912E-03,4.69640588760376
9.2,-1.97733151912689,8.63868743181229E-03,5.28223133087158
9.3,-1.91371750831604,7.86100327968597E-03,5.84032821655273
9.4,-1.83962464332581,6.9337566383183E-03,6.36689281463623
