Structure Position, RAO-Based Response
Line A: Structure Position, RAO-Based Response - Global Z (Part - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [m]
Line B: Structure Position, RAO-Based Response - Global RX (Part) [°]
Line C: Structure Position, RAO-Based Response - Global RY (Part) [°]

*Time (s),Line A (m),Line B (°),Line C (°)
0.0,0.404319912195206,-0.621851563453674,-8.38162451982498E-02
0.1,0.355591475963593,-0.579778134822845,-0.092735081911087
0.2,0.302846193313599,-0.526351511478424,-0.101108998060226
0.3,0.246566921472549,-0.462189942598343,-0.109011292457581
0.4,0.187287375330925,-0.388085544109345,-0.11609024554491
0.5,0.125590592622757,-0.305017203092575,-0.122437439858913
0.6,6.21050596237183E-02,-0.214165911078453,-0.127881675958633
0.7,-2.49965721741319E-03,-0.116915553808212,-0.132236152887344
0.8,-6.75177723169327E-02,-1.48518551141024E-02,-0.135633111000061
0.9,-0.132215291261673,9.02520790696144E-02,-0.137701943516731
1,-0.195838749408722,0.196458742022514,-0.138446152210236
1.1,-0.257625609636307,0.301707774400711,-0.137754306197166
1.2,-0.316818207502365,0.403871148824692,-0.13548232614994
1.3,-0.372676163911819,0.500807523727417,-0.131305739283562
1.4,-0.42449215054512,0.59043937921524,-0.125477537512779
1.5,-0.471606999635696,0.670819222927094,-0.117764800786972
1.6,-0.513422906398773,0.740200042724609,-0.10819885879755
1.7,-0.549416959285736,0.797096073627472,-0.096452571451664
1.8,-0.579149961471558,0.840316712856293,-8.29324498772621E-02
1.9,-0.602276504039764,0.86901319026947,-6.77001550793648E-02
2,-0.618546903133392,0.882674098014832,-5.06554581224918E-02
2.1,-0.627812027931213,0.881133556365967,-3.22142876684666E-02
2.2,-0.630020260810852,0.864547491073608,-0.012597257271409
2.3,-0.625215351581573,0.833359122276306,7.93344900012016E-03
2.4,-0.613532543182373,0.78826904296875,2.90853604674339E-02
2.5,-0.595190823078156,0.73017692565918,5.04419133067131E-02
2.6,-0.570486783981323,0.660151779651642,7.17372223734856E-02
2.7,-0.539786279201508,0.579370439052582,9.24297124147415E-02
2.8,-0.50351744890213,0.489094853401184,0.112402580678463
2.9,-0.46215945482254,0.39061713218689,0.131044790148735
3,-0.416238963603973,0.285247802734375,0.148178189992905
3.1,-0.36631640791893,0.174284234642982,0.163478016853333
3.2,-0.312983006238937,5.90074807405472E-02,0.176752418279648
3.3,-0.256849884986877,-5.93311935663223E-02,0.187615185976028
3.4,-0.198542177677155,-0.17950251698494,0.196069553494453
3.5,-0.138693600893021,-0.300291746854782,0.202000960707664
3.6,-7.79369994997978E-02,-0.420500338077545,0.20529593527317
3.7,-1.69024057686329E-02,-0.538924157619476,0.205989420413971
3.8,4.37912680208683E-02,-0.654356062412262,0.204076051712036
3.9,0.103539861738682,-0.765587270259857,0.19961579144001
4,0.161757543683052,-0.871399462223053,0.192891418933868
4.1,0.217883482575417,-0.970582485198975,0.183714345097542
