Structure Position, RAO-Based Response
Line A: Structure Position, RAO-Based Response - Global Z (Part - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [m]
Line B: Structure Position, RAO-Based Response - Global RX (Part) [°]
Line C: Structure Position, RAO-Based Response - Global RY (Part) [°]

*Time (s),Line A (m),Line B (°),Line C (°)
0.0,5.10808117687702E-02,-0.362764567136765,0.59414142370224
0.1,5.95880970358849E-02,-0.366772949695587,0.611079096794128
0.2,6.76538422703743E-02,-0.3688103556633,0.623296082019806
0.3,7.52154439687729E-02,-0.368635952472687,0.630447864532471
0.4,8.22126269340515E-02,-0.36601784825325,0.632294774055481
0.5,8.85888263583183E-02,-0.360744059085846,0.628610730171204
0.6,9.42910462617874E-02,-0.35261482000351,0.619212567806244
0.7,9.92716252803802E-02,-0.34145313501358,0.604047536849976
0.8,0.103482566773891,-0.327045917510986,0.583049476146698
0.9,0.106890246272087,-0.30927586555481,0.556265413761139
1,0.109466068446636,-0.288043439388275,0.523792862892151
1.1,0.111188672482967,-0.263274937868118,0.485915571451187
1.2,0.112044140696526,-0.234935134649277,0.442795395851135
1.3,0.112027183175087,-0.203031569719315,0.394822597503662
1.4,0.111140608787537,-0.167618200182915,0.342369109392166
1.5,0.109396301209927,-0.128801986575127,0.285980463027954
1.6,0.106814578175545,-8.67422670125961E-02,0.226100742816925
1.7,0.103424780070782,-4.16588447988033E-02,0.163335844874382
1.8,9.92651283740997E-02,6.17009261623025E-03,9.82787907123566E-02
1.9,9.43823009729385E-02,5.64048625528812E-02,3.16415131092072E-02
2,0.088831439614296,0.108646079897881,-3.59274558722973E-02
2.1,8.26759114861488E-02,0.162437379360199,-0.103712014853954
2.2,7.59866908192635E-02,0.217266634106636,-0.171039953827858
2.3,6.88416883349419E-02,0.2725770175457,-0.237100020051003
2.4,6.13254494965076E-02,0.327768921852112,-0.301242768764496
2.5,5.35274222493172E-02,0.382209420204163,-0.362763851881027
2.6,0.045541912317276,0.435245543718338,-0.420979589223862
2.7,3.74659188091755E-02,0.486211508512497,-0.475223183631897
2.8,2.93983742594719E-02,0.534441351890564,-0.524898946285248
2.9,2.14381776750088E-02,0.579280138015747,-0.569501459598541
3,1.36829866096377E-02,0.620097219944,-0.608490467071533
3.1,6.22711470350623E-03,0.656294107437134,-0.641481637954712
3.2,-8.39391141198575E-04,0.687315881252289,-0.668092906475067
3.3,-7.43328407406807E-03,0.712662160396576,-0.688039720058441
3.4,-1.34794246405363E-02,0.731892466545105,-0.701155960559845
3.5,-0.018911661580205,0.744634985923767,-0.70736825466156
3.6,-2.36745979636908E-02,0.750589191913605,-0.706580877304077
3.7,-2.77245957404375E-02,0.749533712863922,-0.69895327091217
3.8,-3.10299955308437E-02,0.741324305534363,-0.684601604938507
