时间t,纵向位移X,横向位移Y,垂向位移Z,横倾角Phi,纵倾角Theta,首向角Psi,船型,浪级,浪向角,吃水,航速
56.5,0.027,0.016,-0.014,-0.6,-2.065,0.051,0,3,30,6,0
57,0.025,0.007,-0.011,-0.541,-1.669,0.041,0,3,30,6,0
57.5,0.02,0,-0.009,-0.604,-1.218,0.028,0,3,30,6,0
58,0.014,-0.004,-0.006,-0.856,-0.755,0.012,0,3,30,6,0
58.5,0.009,-0.005,-0.005,-1.266,-0.313,-0.004,0,3,30,6,0
59,0.006,-0.006,-0.003,-1.766,0.079,-0.02,0,3,30,6,0
59.5,0.003,-0.005,-0.002,-2.18,0.413,-0.034,0,3,30,6,0
60,0.001,-0.003,-0.001,-2.406,0.671,-0.043,0,3,30,6,0
60.5,0,-0.001,0,-2.438,0.833,-0.048,0,3,30,6,0
61,0,0.001,0.001,-2.214,0.905,-0.048,0,3,30,6,0
61.5,0.002,0.003,0.002,-1.746,0.89,-0.042,0,3,30,6,0
62,0.004,0.004,0.002,-1.149,0.788,-0.034,0,3,30,6,0
62.5,0.005,0.003,0.003,-0.509,0.615,-0.022,0,3,30,6,0
63,0.005,0.001,0.002,0.051,0.382,-0.01,0,3,30,6,0
63.5,0.004,0,0.002,0.498,0.12,0.002,0,3,30,6,0
64,0.002,0,0.001,0.788,-0.15,0.012,0,3,30,6,0
64.5,-0.001,0.001,-0.001,0.874,-0.411,0.02,0,3,30,6,0
65,-0.003,0.003,-0.002,0.786,-0.639,0.026,0,3,30,6,0
65.5,-0.004,0.007,-0.004,0.593,-0.814,0.029,0,3,30,6,0
66,-0.003,0.01,-0.005,0.41,-0.914,0.03,0,3,30,6,0
66.5,0,0.011,-0.005,0.309,-0.928,0.029,0,3,30,6,0
67,0.003,0.01,-0.004,0.366,-0.848,0.027,0,3,30,6,0
67.5,0.003,0.005,-0.003,0.632,-0.668,0.025,0,3,30,6,0
68,0,0,0,1.068,-0.399,0.022,0,3,30,6,0
68.5,-0.006,-0.003,0.003,1.551,-0.067,0.018,0,3,30,6,0
69,-0.014,-0.004,0.006,1.955,0.303,0.011,0,3,30,6,0
69.5,-0.021,0,0.009,2.198,0.685,0.003,0,3,30,6,0
70,-0.025,0.007,0.011,2.202,1.05,-0.007,0,3,30,6,0
70.5,-0.025,0.015,0.013,1.967,1.373,-0.018,0,3,30,6,0
71,-0.022,0.022,0.013,1.57,1.64,-0.03,0,3,30,6,0
71.5,-0.015,0.026,0.013,0.968,1.81,-0.04,0,3,30,6,0
72,-0.007,0.026,0.012,0.205,1.864,-0.05,0,3,30,6,0
72.5,0,0.022,0.01,-0.575,1.8,-0.056,0,3,30,6,0
73,0.004,0.016,0.007,-1.247,1.618,-0.058,0,3,30,6,0
73.5,0.005,0.009,0.004,-1.695,1.333,-0.054,0,3,30,6,0
74,0.003,0.003,0.002,-1.84,0.964,-0.046,0,3,30,6,0
74.5,-0.001,-0.001,-0.001,-1.694,0.531,-0.032,0,3,30,6,0
75,-0.006,-0.002,-0.003,-1.32,0.058,-0.015,0,3,30,6,0
75.5,-0.011,0,-0.005,-0.87,-0.438,0.003,0,3,30,6,0
76,-0.015,0.004,-0.007,-0.499,-0.934,0.021,0,3,30,6,0
76.5,-0.018,0.011,-0.009,-0.315,-1.408,0.036,0,3,30,6,0
77,-0.019,0.019,-0.011,-0.235,-1.806,0.048,0,3,30,6,0
77.5,-0.015,0.026,-0.013,-0.25,-2.108,0.056,0,3,30,6,0
78,-0.009,0.033,-0.015,-0.363,-2.297,0.06,0,3,30,6,0
78.5,0,0.036,-0.016,-0.623,-2.38,0.06,0,3,30,6,0
79,0.009,0.035,-0.016,-0.85,-2.326,0.056,0,3,30,6,0
79.5,0.017,0.03,-0.015,-0.91,-2.13,0.05,0,3,30,6,0
80,0.021,0.021,-0.013,-0.786,-1.806,0.042,0,3,30,6,0
80.5,0.019,0.011,-0.01,-0.543,-1.384,0.033,0,3,30,6,0
81,0.014,0.004,-0.006,-0.296,-0.902,0.022,0,3,30,6,0
81.5,0.006,0,-0.003,-0.151,-0.402,0.01,0,3,30,6,0
82,0,0,0,-0.199,0.074,-0.004,0,3,30,6,0
82.5,-0.004,0.002,0.002,-0.515,0.481,-0.019,0,3,30,6,0
83,-0.004,0.004,0.003,-0.999,0.803,-0.032,0,3,30,6,0
83.5,-0.004,0.006,0.003,-1.456,1.039,-0.044,0,3,30,6,0
84,-0.002,0.007,0.003,-1.756,1.181,-0.051,0,3,30,6,0
84.5,0,0.007,0.003,-1.887,1.215,-0.053,0,3,30,6,0
85,0.002,0.006,0.003,-1.853,1.137,-0.05,0,3,30,6,0
85.5,0.002,0.004,0.002,-1.669,0.956,-0.044,0,3,30,6,0
86,0.002,0.002,0.001,-1.312,0.698,-0.033,0,3,30,6,0
86.5,0.001,0,0,-0.895,0.371,-0.019,0,3,30,6,0
87,-0.003,-0.001,-0.001,-0.539,-0.008,-0.005,0,3,30,6,0
87.5,-0.007,0,-0.003,-0.302,-0.413,0.008,0,3,30,6,0
88,-0.012,0.003,-0.005,-0.159,-0.806,0.021,0,3,30,6,0
88.5,-0.014,0.008,-0.007,-0.095,-1.156,0.031,0,3,30,6,0
89,-0.014,0.014,-0.009,-0.066,-1.435,0.039,0,3,30,6,0
89.5,-0.011,0.02,-0.01,-0.017,-1.616,0.045,0,3,30,6,0
90,-0.006,0.022,-0.01,0.08,-1.684,0.048,0,3,30,6,0
90.5,0,0.022,-0.009,0.217,-1.637,0.048,0,3,30,6,0
91,0.005,0.019,-0.008,0.254,-1.501,0.044,0,3,30,6,0
91.5,0.009,0.015,-0.007,0.136,-1.294,0.037,0,3,30,6,0
92,0.011,0.011,-0.007,-0.166,-1.04,0.027,0,3,30,6,0
92.5,0.012,0.007,-0.006,-0.581,-0.753,0.015,0,3,30,6,0
93,0.011,0.003,-0.005,-0.997,-0.448,0.002,0,3,30,6,0
93.5,0.009,0,-0.004,-1.359,-0.15,-0.01,0,3,30,6,0
94,0.006,-0.002,-0.003,-1.587,0.127,-0.02,0,3,30,6,0
94.5,0.002,-0.001,-0.001,-1.498,0.393,-0.026,0,3,30,6,0
95,-0.002,0.002,0.001,-1.143,0.624,-0.029,0,3,30,6,0
95.5,-0.004,0.006,0.003,-0.716,0.786,-0.029,0,3,30,6,0
96,-0.003,0.01,0.005,-0.276,0.879,-0.027,0,3,30,6,0
96.5,0,0.013,0.006,0.143,0.907,-0.024,0,3,30,6,0
97,0.004,0.014,0.006,0.478,0.873,-0.019,0,3,30,6,0
97.5,0.007,0.013,0.006,0.717,0.789,-0.015,0,3,30,6,0
98,0.009,0.009,0.006,0.806,0.658,-0.01,0,3,30,6,0
98.5,0.01,0.006,0.005,0.862,0.514,-0.006,0,3,30,6,0
99,0.01,0.003,0.004,0.929,0.373,-0.001,0,3,30,6,0
99.5,0.008,0,0.003,0.938,0.231,0.003,0,3,30,6,0
100,0.006,-0.001,0.002,0.87,0.096,0.006,0,3,30,6,0
100.5,0.003,-0.002,0.002,0.766,-0.019,0.008,0,3,30,6,0
101,0.002,-0.002,0.001,0.737,-0.091,0.01,0,3,30,6,0
101.5,0.001,-0.002,0.001,0.779,-0.121,0.011,0,3,30,6,0
102,0.001,-0.002,0.001,0.761,-0.131,0.011,0,3,30,6,0
102.5,0,-0.002,0.001,0.699,-0.114,0.01,0,3,30,6,0
103,-0.001,-0.003,0.001,0.742,-0.046,0.009,0,3,30,6,0
103.5,-0.002,-0.004,0.002,0.82,0.05,0.007,0,3,30,6,0
104,-0.004,-0.004,0.003,0.801,0.15,0.004,0,3,30,6,0
104.5,-0.006,-0.003,0.003,0.628,0.238,0,0,3,30,6,0
105,-0.005,-0.001,0.002,0.26,0.293,-0.005,0,3,30,6,0
105.5,-0.004,0,0.002,-0.184,0.324,-0.011,0,3,30,6,0
106,-0.001,0,0,-0.693,0.311,-0.016,0,3,30,6,0
106.5,0.002,-0.001,-0.001,-1.186,0.255,-0.019,0,3,30,6,0
107,0.004,-0.004,-0.003,-1.597,0.156,-0.021,0,3,30,6,0
107.5,0.005,-0.008,-0.004,-1.841,0.022,-0.019,0,3,30,6,0
108,0.003,-0.011,-0.005,-1.848,-0.132,-0.015,0,3,30,6,0
108.5,0,-0.013,-0.006,-1.691,-0.31,-0.009,0,3,30,6,0
109,-0.004,-0.014,-0.006,-1.496,-0.514,-0.001,0,3,30,6,0
109.5,-0.008,-0.015,-0.007,-1.304,-0.729,0.007,0,3,30,6,0
110,-0.013,-0.013,-0.008,-1.143,-0.941,0.015,0,3,30,6,0
110.5,-0.018,-0.011,-0.009,-1.061,-1.14,0.021,0,3,30,6,0
111,-0.023,-0.006,-0.01,-1.058,-1.311,0.026,0,3,30,6,0
111.5,-0.025,0,-0.011,-1.06,-1.431,0.029,0,3,30,6,0
112,-0.024,0.006,-0.011,-0.922,-1.468,0.031,0,3,30,6,0
112.5,-0.019,0.011,-0.01,-0.576,-1.405,0.033,0,3,30,6,0
113,-0.013,0.013,-0.008,-0.167,-1.266,0.033,0,3,30,6,0
113.5,-0.007,0.012,-0.006,0.212,-1.058,0.032,0,3,30,6,0
114,-0.002,0.009,-0.004,0.447,-0.806,0.027,0,3,30,6,0
114.5,0,0.004,-0.002,0.593,-0.504,0.02,0,3,30,6,0
115,0,0,0,0.559,-0.191,0.011,0,3,30,6,0
115.5,-0.001,-0.001,0.001,0.084,0.063,-0.001,0,3,30,6,0
116,0,0,0,-0.745,0.25,-0.015,0,3,30,6,0
116.5,0.003,0.002,-0.001,-1.634,0.379,-0.027,0,3,30,6,0
117,0.006,0.002,-0.003,-2.399,0.443,-0.037,0,3,30,6,0
117.5,0.008,0,-0.004,-2.857,0.446,-0.041,0,3,30,6,0
118,0.009,-0.002,-0.004,-2.908,0.394,-0.041,0,3,30,6,0
118.5,0.008,-0.004,-0.004,-2.556,0.292,-0.034,0,3,30,6,0
119,0.006,-0.006,-0.003,-1.938,0.135,-0.023,0,3,30,6,0
119.5,0.004,-0.007,-0.003,-1.279,-0.08,-0.011,0,3,30,6,0
120,0.002,-0.008,-0.004,-0.75,-0.344,0.002,0,3,30,6,0
120.5,0,-0.01,-0.005,-0.361,-0.623,0.014,0,3,30,6,0
121,-0.004,-0.013,-0.006,-0.199,-0.905,0.023,0,3,30,6,0
121.5,-0.009,-0.015,-0.007,-0.237,-1.161,0.03,0,3,30,6,0
122,-0.015,-0.015,-0.009,-0.448,-1.377,0.034,0,3,30,6,0
122.5,-0.021,-0.012,-0.011,-0.708,-1.526,0.035,0,3,30,6,0
123,-0.025,-0.007,-0.011,-0.795,-1.568,0.035,0,3,30,6,0
123.5,-0.024,0,-0.011,-0.69,-1.508,0.035,0,3,30,6,0
124,-0.019,0.005,-0.009,-0.313,-1.329,0.034,0,3,30,6,0
124.5,-0.011,0.007,-0.006,0.264,-1.046,0.032,0,3,30,6,0
125,-0.004,0.004,-0.002,0.872,-0.688,0.028,0,3,30,6,0
125.5,0.001,-0.003,0.001,1.356,-0.284,0.022,0,3,30,6,0
126,0.003,-0.01,0.004,1.62,0.14,0.013,0,3,30,6,0
126.5,0,-0.016,0.007,1.6,0.552,0.001,0,3,30,6,0
127,-0.005,-0.019,0.008,1.312,0.928,-0.012,0,3,30,6,0
127.5,-0.011,-0.019,0.01,0.899,1.26,-0.026,0,3,30,6,0
128,-0.017,-0.017,0.01,0.432,1.524,-0.038,0,3,30,6,0
128.5,-0.021,-0.012,0.01,0.025,1.709,-0.047,0,3,30,6,0
129,-0.023,-0.006,0.01,-0.249,1.804,-0.053,0,3,30,6,0
129.5,-0.023,0,0.01,-0.343,1.806,-0.054,0,3,30,6,0
130,-0.022,0.006,0.01,-0.271,1.711,-0.05,0,3,30,6,0
130.5,-0.018,0.011,0.009,-0.02,1.536,-0.043,0,3,30,6,0
131,-0.014,0.014,0.009,0.368,1.294,-0.032,0,3,30,6,0
131.5,-0.009,0.015,0.007,0.704,0.98,-0.02,0,3,30,6,0
132,-0.003,0.013,0.006,0.928,0.62,-0.008,0,3,30,6,0
132.5,0,0.008,0.004,1.008,0.238,0.004,0,3,30,6,0
133,0.001,0.002,0.001,0.876,-0.155,0.013,0,3,30,6,0
133.5,-0.002,-0.003,-0.002,0.643,-0.515,0.021,0,3,30,6,0
134,-0.006,-0.006,-0.004,0.431,-0.812,0.027,0,3,30,6,0
134.5,-0.011,-0.006,-0.006,0.272,-1.031,0.031,0,3,30,6,0
135,-0.016,-0.004,-0.007,0.052,-1.188,0.034,0,3,30,6,0
135.5,-0.019,0,-0.008,-0.229,-1.279,0.033,0,3,30,6,0
136,-0.02,0.005,-0.009,-0.517,-1.299,0.031,0,3,30,6,0
136.5,-0.018,0.011,-0.009,-0.769,-1.252,0.027,0,3,30,6,0
137,-0.014,0.014,-0.009,-0.911,-1.136,0.022,0,3,30,6,0
137.5,-0.009,0.015,-0.008,-0.886,-0.955,0.018,0,3,30,6,0
138,-0.004,0.013,-0.006,-0.705,-0.722,0.013,0,3,30,6,0
138.5,0,0.008,-0.004,-0.386,-0.447,0.008,0,3,30,6,0
139,0.001,0.002,-0.001,0.015,-0.148,0.004,0,3,30,6,0
139.5,-0.002,-0.004,0.002,0.406,0.156,0,0,3,30,6,0
140,-0.007,-0.007,0.004,0.763,0.455,-0.005,0,3,30,6,0
140.5,-0.014,-0.008,0.007,1.13,0.752,-0.009,0,3,30,6,0
141,-0.021,-0.006,0.01,1.519,1.04,-0.013,0,3,30,6,0
141.5,-0.028,0,0.012,1.892,1.308,-0.017,0,3,30,6,0
142,-0.031,0.008,0.014,2.138,1.531,-0.021,0,3,30,6,0
142.5,-0.03,0.018,0.015,2.259,1.707,-0.024,0,3,30,6,0
143,-0.026,0.026,0.016,2.285,1.833,-0.028,0,3,30,6,0
143.5,-0.019,0.033,0.016,2.223,1.903,-0.03,0,3,30,6,0
144,-0.01,0.036,0.016,2.049,1.906,-0.032,0,3,30,6,0
144.5,0,0.034,0.015,1.759,1.837,-0.033,0,3,30,6,0
145,0.008,0.03,0.014,1.468,1.712,-0.033,0,3,30,6,0
145.5,0.014,0.024,0.012,1.255,1.543,-0.03,0,3,30,6,0
146,0.017,0.017,0.011,1.13,1.336,-0.026,0,3,30,6,0
146.5,0.018,0.011,0.009,1.118,1.107,-0.019,0,3,30,6,0
147,0.017,0.005,0.008,1.127,0.851,-0.012,0,3,30,6,0
147.5,0.014,0,0.006,1.125,0.584,-0.005,0,3,30,6,0
148,0.01,-0.003,0.004,1.118,0.322,0.002,0,3,30,6,0
148.5,0.005,-0.003,0.002,0.966,0.054,0.008,0,3,30,6,0
149,0.001,-0.001,0,0.712,-0.196,0.013,0,3,30,6,0
149.5,-0.002,0.003,-0.001,0.482,-0.401,0.016,0,3,30,6,0
150,-0.001,0.005,-0.002,0.371,-0.542,0.019,0,3,30,6,0
150.5,0,0.006,-0.003,0.417,-0.608,0.021,0,3,30,6,0
151,0.001,0.005,-0.002,0.572,-0.604,0.023,0,3,30,6,0
151.5,0.002,0.003,-0.001,0.816,-0.527,0.023,0,3,30,6,0
152,0,0,0,1.123,-0.379,0.022,0,3,30,6,0
152.5,-0.004,-0.002,0.002,1.388,-0.181,0.019,0,3,30,6,0
153,-0.008,-0.002,0.004,1.551,0.054,0.014,0,3,30,6,0
153.5,-0.012,0,0.005,1.57,0.308,0.007,0,3,30,6,0
154,-0.014,0.004,0.006,1.381,0.552,-0.001,0,3,30,6,0
154.5,-0.015,0.008,0.007,1.157,0.799,-0.01,0,3,30,6,0
155,-0.013,0.013,0.008,0.938,1.026,-0.019,0,3,30,6,0
155.5,-0.01,0.017,0.009,0.624,1.194,-0.027,0,3,30,6,0
156,-0.005,0.019,0.008,0.261,1.295,-0.033,0,3,30,6,0
156.5,0,0.018,0.008,-0.083,1.322,-0.038,0,3,30,6,0
157,0.004,0.015,0.007,-0.384,1.268,-0.039,0,3,30,6,0
157.5,0.006,0.011,0.005,-0.629,1.131,-0.038,0,3,30,6,0
158,0.006,0.006,0.004,-0.757,0.924,-0.033,0,3,30,6,0
158.5,0.005,0.003,0.002,-0.723,0.667,-0.026,0,3,30,6,0
159,0.002,0.001,0.001,-0.55,0.373,-0.016,0,3,30,6,0
159.5,0,0,0,-0.234,0.072,-0.004,0,3,30,6,0
160,-0.002,0.001,-0.001,0.167,-0.218,0.008,0,3,30,6,0
160.5,-0.004,0.002,-0.002,0.518,-0.49,0.019,0,3,30,6,0
161,-0.005,0.005,-0.003,0.697,-0.736,0.028,0,3,30,6,0
161.5,-0.005,0.008,-0.004,0.713,-0.932,0.033,0,3,30,6,0
162,-0.003,0.012,-0.005,0.518,-1.081,0.035,0,3,30,6,0
162.5,0,0.015,-0.007,0.203,-1.162,0.034,0,3,30,6,0
163,0.004,0.016,-0.007,-0.058,-1.154,0.031,0,3,30,6,0
163.5,0.008,0.014,-0.007,-0.207,-1.06,0.027,0,3,30,6,0
164,0.01,0.01,-0.006,-0.252,-0.894,0.022,0,3,30,6,0
164.5,0.009,0.005,-0.004,-0.16,-0.661,0.017,0,3,30,6,0
165,0.005,0.001,-0.002,0.046,-0.378,0.011,0,3,30,6,0
165.5,0,0,0,0.238,-0.08,0.005,0,3,30,6,0
166,-0.005,0.001,0.002,0.374,0.217,-0.002,0,3,30,6,0
166.5,-0.008,0.005,0.004,0.481,0.503,-0.009,0,3,30,6,0
167,-0.009,0.009,0.005,0.394,0.732,-0.016,0,3,30,6,0
167.5,-0.007,0.011,0.006,0.132,0.894,-0.023,0,3,30,6,0
168,-0.003,0.013,0.006,-0.158,0.998,-0.029,0,3,30,6,0
168.5,0,0.013,0.006,-0.264,1.065,-0.032,0,3,30,6,0
169,0.004,0.014,0.006,-0.112,1.099,-0.032,0,3,30,6,0
169.5,0.009,0.015,0.007,0.343,1.115,-0.027,0,3,30,6,0
170,0.014,0.014,0.009,0.957,1.101,-0.021,0,3,30,6,0
170.5,0.02,0.011,0.01,1.575,1.056,-0.013,0,3,30,6,0
171,0.023,0.006,0.01,2.067,0.981,-0.006,0,3,30,6,0
171.5,0.024,0,0.01,2.322,0.879,-0.001,0,3,30,6,0
172,0.022,-0.006,0.01,2.318,0.759,0.003,0,3,30,6,0
172.5,0.017,-0.01,0.008,2.111,0.639,0.004,0,3,30,6,0
173,0.011,-0.011,0.007,1.693,0.511,0.003,0,3,30,6,0
173.5,0.006,-0.01,0.005,1.149,0.386,0.001,0,3,30,6,0
174,0.002,-0.007,0.003,0.586,0.271,-0.002,0,3,30,6,0
174.5,0,-0.004,0.002,0.253,0.199,-0.003,0,3,30,6,0
175,-0.001,-0.003,0.001,0.205,0.168,-0.003,0,3,30,6,0
175.5,-0.003,-0.004,0.002,0.471,0.188,0,0,3,30,6,0
176,-0.005,-0.005,0.003,0.765,0.211,0.002,0,3,30,6,0
176.5,-0.007,-0.004,0.003,0.937,0.227,0.003,0,3,30,6,0
