Structure Position, RAO-Based Response
Line A: Structure Position, RAO-Based Response - Global Z (Part - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [m]
Line B: Structure Position, RAO-Based Response - Global RX (Part) [°]
Line C: Structure Position, RAO-Based Response - Global RY (Part) [°]

*Time (s),Line A (m),Line B (°),Line C (°)
29.6,4.13996389170279E-07,-1.45499870995991E-04,1.45512400195003E-04
29.7,-6.86655539539061E-06,-1.48164792335592E-04,1.47900937008671E-04
29.8,-1.55668240040541E-05,-1.4939668471925E-04,1.48985636769794E-04
29.9,-2.27593554882333E-05,-1.49095387314446E-04,1.4867440040689E-04
30,-2.55702179856598E-05,-1.47431928780861E-04,1.47084516356699E-04
30.1,-2.16710741369752E-05,-1.44826757605188E-04,1.44585952511989E-04
30.2,-9.70140899880789E-06,-1.41884040203877E-04,1.41746291774325E-04
30.3,1.0474430382601E-05,-1.39295443659648E-04,1.39184994623065E-04
30.4,3.77038377337158E-05,-1.37726354296319E-04,1.37556955451146E-04
30.5,6.97006616974249E-05,-1.37706520035863E-04,1.37387876748107E-04
30.6,1.03377002233174E-04,-1.39541807584465E-04,1.39002499054186E-04
30.7,1.35316920932382E-04,-1.43261815537699E-04,1.42452205182053E-04
30.8,1.62306867423467E-04,-1.48611536133103E-04,1.47558530443348E-04
30.9,1.81825598701835E-04,-1.550895976834E-04,1.53853092342615E-04
31,1.92440784303471E-04,-1.6202790720854E-04,1.6073536244221E-04
31.1,1.94014559383504E-04,-1.68695420143194E-04,1.67436824995093E-04
31.2,1.87714540516026E-04,-1.74412678461522E-04,1.73276275745593E-04
31.3,1.75807785126381E-04,-1.7865831614472E-04,1.7775793094188E-04
31.4,1.6128525021486E-04,-1.81146955583245E-04,1.80522867594846E-04
31.5,1.47369602927938E-04,-1.81868366780691E-04,1.81496696313843E-04
31.6,1.36996051878668E-04,-1.81080904440023E-04,1.80884060682729E-04
31.7,1.32348883198574E-04,-1.79261187440716E-04,1.79104943526909E-04
31.8,1.3452154234983E-04,-1.77016743691638E-04,1.76733039552346E-04
31.9,1.43370241858065E-04,-1.7498029046692E-04,1.74393193447031E-04
32,1.57571688760072E-04,-1.73698397702537E-04,1.72656000358984E-04
32.1,1.74885295564309E-04,-1.73537744558416E-04,1.71925130416639E-04
32.2,1.92556326510385E-04,-1.74623186467215E-04,1.7239255248569E-04
32.3,2.07820572541095E-04,-1.76815941813402E-04,1.73989814356901E-04
32.4,2.18396700802259E-04,-1.79739930899814E-04,1.76406625541858E-04
32.5,2.22898233914748E-04,-1.82844960363582E-04,1.79169233888388E-04
32.6,2.21099689952098E-04,-1.8550519598648E-04,1.81627241545357E-04
32.7,2.13996609090827E-04,-1.87127327080816E-04,1.83210941031575E-04
32.8,2.03661766136065E-04,-1.87255136552267E-04,1.83436131919734E-04
32.9,1.92915540537797E-04,-1.8565307254903E-04,1.82017975021154E-04
33,1.84864620678127E-04,-1.82351577677764E-04,1.78872272954322E-04
33.1,1.82386138476431E-04,-1.77650086698122E-04,1.74348431755789E-04
33.2,1.87636280315928E-04,-1.7207300697919E-04,1.68865284649655E-04
33.3,2.01683360501193E-04,-1.66290687047876E-04,1.63065240485594E-04
33.4,2.24303046707064E-04,-1.61013638717122E-04,1.57657108502463E-04
33.5,2.53983947914094E-04,-1.56880720169283E-04,1.53306318679824E-04
33.6,2.88148032268509E-04,-1.54357054270804E-04,1.50517880683765E-04
