*Time (s),Line A (?)
4092,-3.54E-02
4093,-0.038141843
4094,-3.65E-02
4095,-3.10E-02
4096,-2.24E-02
4097,-1.18E-02
4098,-7.04E-04
4099,9.59E-03
4100,1.78E-02
4101,2.32E-02
4102,2.50E-02
4103,2.32E-02
4104,1.81E-02
4105,0.010577131
4106,1.74E-03
4107,-7.05E-03
4108,-1.44E-02
4109,-1.93E-02
4110,-2.10E-02
4111,-1.94E-02
4112,-1.51E-02
4113,-8.78E-03
4114,-1.80E-03
4115,4.76E-03
4116,9.94E-03
4117,1.31E-02
4118,1.41E-02
4119,1.28E-02
4120,9.80E-03
4121,5.57E-03
4122,8.35E-04
4123,-3.74E-03
4124,-7.55E-03
4125,-1.02E-02
4126,-1.14E-02
4127,-1.12E-02
4128,-9.71E-03
4129,-7.34E-03
4130,-4.45E-03
4131,-1.44E-03
4132,1.34E-03
4133,3.64E-03
4134,5.32E-03
4135,6.31E-03
4136,6.66E-03
4137,6.43E-03
4138,5.76E-03
4139,4.77E-03
4140,3.61E-03
4141,2.42E-03
4142,1.31E-03
4143,3.99E-04
4144,-2.46E-04
4145,-5.69E-04
4146,-5.54E-04
4147,-2.27E-04
4148,3.44E-04
4149,1.05E-03
4150,1.73E-03
4151,2.22E-03
4152,2.34E-03
4153,1.96E-03
4154,9.92E-04
4155,-5.20E-04
4156,-2.44E-03
4157,-4.51E-03
4158,-6.35E-03
4159,-7.61E-03
4160,-7.97E-03
4161,-7.23E-03
4162,-5.39E-03
4163,-2.61E-03
4164,8.17E-04
4165,4.46E-03
4166,7.91E-03
4167,1.07E-02
4168,1.26E-02
4169,1.33E-02
4170,1.27E-02
4171,1.10E-02
4172,8.11E-03
4173,4.45E-03
4174,2.44E-04
4175,-4.14E-03
4176,-8.34E-03
4177,-1.20E-02
4178,-1.46E-02
4179,-1.60E-02
4180,-1.60E-02
4181,-1.43E-02
4182,-1.11E-02
4183,-6.44E-03
4184,-9.43E-04
4185,4.89E-03
4186,0.010374604
4187,0.01467825
4188,1.71E-02
4189,1.73E-02
4190,1.49E-02
4191,1.03E-02
4192,3.91E-03
4193,-3.21E-03
4194,-1.01E-02
4195,-1.54E-02
4196,-1.84E-02
4197,-1.82E-02
4198,-1.50E-02
4199,-9.01E-03
4200,-1.51E-03
4201,6.28E-03
4202,1.27E-02
4203,1.68E-02
4204,1.77E-02
4205,1.54E-02
4206,1.03E-02
4207,3.28E-03
4208,-4.46E-03
4209,-1.18E-02
4210,-1.78E-02
4211,-0.021654874
4212,-2.30E-02
4213,-0.02167774
4214,-1.79E-02
4215,-1.21E-02
4216,-4.81E-03
4217,3.28E-03
4218,1.14E-02
4219,1.89E-02
4220,2.53E-02
4221,3.00E-02
4222,3.28E-02
4223,0.033446517
4224,3.20E-02
4225,0.02865658
4226,2.37E-02
4227,1.74E-02
4228,1.03E-02
4229,2.89E-03
4230,-4.41E-03
4231,-1.12E-02
4232,-1.71E-02
4233,-2.18E-02
4234,-2.50E-02
4235,-2.66E-02
4236,-2.65E-02
4237,-2.47E-02
4238,-2.13E-02
4239,-1.65E-02
4240,-1.07E-02
4241,-4.18E-03
4242,2.56E-03
4243,9.04E-03
4244,1.48E-02
4245,1.93E-02
4246,2.24E-02
4247,0.023558896
4248,2.29E-02
4249,2.05E-02
4250,1.66E-02
4251,1.16E-02
4252,5.99E-03
4253,3.66E-04
4254,-4.76E-03
4255,-9.00E-03
4256,-1.20E-02
4257,-1.35E-02
4258,-1.37E-02
4259,-1.26E-02
4260,-1.03E-02
4261,-7.41E-03
4262,-4.11E-03
4263,-8.53E-04
4264,2.03E-03
4265,4.25E-03
4266,5.62E-03
4267,6.11E-03
4268,5.74E-03
4269,4.68E-03
4270,3.17E-03
4271,1.47E-03
4272,-1.10E-04
4273,-1.39E-03
4274,-2.22E-03
4275,-2.57E-03
4276,-2.50E-03
4277,-2.21E-03
4278,-1.89E-03
4279,-1.75E-03
4280,-1.93E-03
4281,-2.42E-03
4282,-3.10E-03
4283,-3.72E-03
4284,-4.00E-03
4285,-3.65E-03
4286,-2.59E-03
4287,-8.86E-04
4288,1.17E-03
4289,3.18E-03
4290,4.67E-03
4291,5.22E-03
4292,4.58E-03
4293,2.73E-03
4294,-1.93E-04
4295,-3.79E-03
4296,-7.55E-03
4297,-1.10E-02
4298,-1.36E-02
4299,-1.50E-02
4300,-1.49E-02
4301,-1.34E-02
4302,-1.06E-02
4303,-6.63E-03
4304,-1.89E-03
4305,3.27E-03
4306,8.49E-03
4307,0.013415159
4308,1.78E-02
4309,2.13E-02
4310,2.40E-02
4311,2.55E-02
4312,2.60E-02
4313,2.55E-02
4314,0.023989599
4315,2.18E-02
4316,1.86E-02
4317,1.52E-02
4318,1.11E-02
4319,6.86E-03
4320,2.57E-03
4321,-1.79E-03
4322,-5.99E-03
4323,-1.00E-02
4324,-1.36E-02
4325,-1.66E-02
4326,-1.90E-02
4327,-2.07E-02
4328,-2.18E-02
4329,-2.18E-02
4330,-2.10E-02
4331,-1.94E-02
4332,-1.70E-02
4333,-1.40E-02
4334,-1.06E-02
4335,-7.06E-03
4336,-3.70E-03
4337,-8.31E-04
4338,1.15E-03
4339,2.09E-03
4340,1.80E-03
4341,3.47E-04
4342,-2.03E-03
4343,-4.95E-03
4344,-7.91E-03
4345,-1.03E-02
4346,-1.16E-02
4347,-1.14E-02
4348,-9.30E-03
4349,-5.41E-03
4350,-8.02E-05
4351,6.07E-03
4352,1.22E-02
4353,1.73E-02
4354,2.04E-02
4355,2.09E-02
4356,1.82E-02
4357,1.23E-02
4358,4.10E-03
4359,-5.47E-03
4360,-1.49E-02
4361,-2.24E-02
4362,-2.64E-02
4363,-2.62E-02
4364,-2.12E-02
4365,-1.23E-02
4366,-9.61E-04
4367,1.06E-02
4368,2.04E-02
4369,2.66E-02
4370,2.76E-02
4371,2.33E-02
4372,1.34E-02
4373,2.77E-04
4374,-1.40E-02
4375,-2.67E-02
4376,-0.035389133
4377,-3.75E-02
4378,-3.21E-02
4379,-1.96E-02
4380,-1.26E-03
4381,2.04E-02
4382,4.24E-02
4383,6.15E-02
4384,0.074515738
4385,7.94E-02
4386,7.52E-02
4387,6.20E-02
4388,4.21E-02
4389,1.81E-02
4390,-9.86E-03
4391,-3.90E-02
4392,-6.66E-02
4393,-9.02E-02
4394,-0.108297989
4395,-0.11836867
4396,-0.120939277
4397,-0.115531906
4398,-0.104335196
4399,-9.37E-02
4400,-8.07E-02
4401,-0.066032775
4402,-4.99E-02
4403,-3.35E-02
4404,-1.63E-02
4405,-2.24E-04
4406,1.52E-02
4407,2.99E-02
4408,4.47E-02
4409,5.61E-02
4410,0.069166973
4411,8.07E-02
4412,9.10E-02
4413,9.91E-02
4414,0.106506556
4415,0.111651398
4416,0.113298327
4417,0.112227157
4418,0.109498605
4419,0.106202289
4420,9.81E-02
4421,8.62E-02
4422,0.071293518
4423,5.30E-02
4424,3.31E-02
4425,1.21E-02
4426,-7.95E-03
4427,-2.52E-02
4428,-4.04E-02
4429,-5.36E-02
4430,-6.37E-02
4431,-7.04E-02
4432,-7.21E-02
4433,-6.99E-02
4434,-6.32E-02
4435,-5.28E-02
4436,-3.98E-02
4437,-2.53E-02
4438,-1.23E-02
4439,-6.47E-04
4440,8.72E-03
4441,1.49E-02
4442,1.72E-02
4443,0.0157438
4444,1.15E-02
4445,5.86E-03
4446,9.22E-04
4447,-1.47E-03
4448,-3.87E-04
4449,4.46E-03
4450,1.20E-02
4451,0.020344129
4452,2.63E-02
4453,2.68E-02
4454,2.03E-02
4455,6.88E-03
4456,-1.11E-02
4457,-3.12E-02
4458,-5.05E-02
4459,-6.35E-02
4460,-6.58E-02
4461,-5.61E-02
4462,-3.46E-02
4463,-6.14E-03
4464,2.35E-02
4465,4.84E-02
4466,6.47E-02
4467,6.80E-02
4468,5.54E-02
4469,2.78E-02
4470,-8.93E-03
4471,-4.79E-02
4472,-8.24E-02
4473,-0.107711338
4474,-0.120429419
4475,-0.118035272
4476,-0.101211615
4477,-7.30E-02
4478,-3.81E-02
4479,-3.35E-03
4480,2.76E-02
4481,0.054386344
4482,7.40E-02
4483,8.35E-02
4484,0.083956316
4485,7.81E-02
4486,6.94E-02
4487,5.79E-02
4488,4.73E-02
4489,0.036831722
4490,2.42E-02
4491,1.77E-02
4492,1.38E-02
4493,0.012689171
4494,0.014158315
4495,0.01549355
4496,0.021457227
4497,2.87E-02
4498,3.80E-02
4499,4.69E-02
4500,5.41E-02
4501,6.39E-02
4502,7.40E-02
4503,0.080762081
4504,8.28E-02
4505,8.53E-02
4506,8.73E-02
4507,8.44E-02
4508,7.51E-02
4509,6.75E-02
4510,6.03E-02
4511,4.86E-02
4512,3.42E-02
4513,2.46E-02
4514,1.42E-02
4515,4.03E-03
4516,-4.33E-03
4517,-1.05E-02
4518,-1.37E-02
4519,-0.013308517
4520,-9.25E-03
4521,-8.79E-04
4522,1.14E-02
4523,0.026965881
4524,4.87E-02
4525,7.09E-02
4526,8.89E-02
4527,0.105095506
4528,0.117738642
4529,0.118369475
4530,0.108911693
4531,9.07E-02
4532,6.45E-02
4533,3.39E-02
4534,5.79E-03
4535,-0.015429238
4536,-0.028317217
4537,-2.72E-02
4538,-1.17E-02
4539,1.49E-02
4540,4.06E-02
4541,5.22E-02
4542,4.27E-02
4543,1.03E-02
4544,-3.46E-02
4545,-8.13E-02
4546,-0.11401251
4547,-0.118837208
4548,-0.093305267
4549,-4.76E-02
4550,0.013697331
4551,7.56E-02
4552,0.121330991
4553,0.139198512
4554,0.134661257
4555,0.103208773
4556,5.48E-02
4557,5.81E-03
4558,-0.031128267
4559,-5.36E-02
4560,-0.05833035
4561,-4.86E-02
4562,-0.029949926
4563,-0.013185547
4564,3.27E-04
4565,8.29E-03
4566,9.16E-03
4567,3.49E-03
4568,-6.21E-03
4569,-1.53E-02
4570,-2.05E-02
4571,-1.98E-02
4572,-0.013317215
4573,-2.85E-03
4574,1.30E-02
4575,3.39E-02
4576,5.56E-02
4577,7.34E-02
4578,9.06E-02
4579,0.106826723
4580,0.116607875
4581,0.117767721
4582,0.113199078
4583,0.112272516
4584,0.106772184
4585,9.78E-02
4586,8.41E-02
4587,7.48E-02
4588,6.86E-02
4589,6.40E-02
4590,5.71E-02
4591,5.15E-02
4592,4.76E-02
4593,4.45E-02
4594,4.52E-02
4595,0.044142097
4596,4.25E-02
4597,4.04E-02
4598,3.31E-02
4599,0.030011561
4600,2.57E-02
4601,1.97E-02
4602,1.04E-02
4603,-2.89E-03
4604,-1.49E-02
4605,-2.88E-02
4606,-4.25E-02
4607,-5.68E-02
4608,-6.98E-02
4609,-0.082951583
4610,-9.43E-02
4611,-0.101181462
4612,-0.10570588
4613,-0.103787556
4614,-9.99E-02
4615,-9.52E-02
4616,-8.52E-02
4617,-7.07E-02
4618,-5.88E-02
4619,-0.047254104
4620,-0.034865715
4621,-2.21E-02
4622,-1.48E-02
4623,-8.87E-03
4624,-4.72E-03
4625,-2.74E-03
4626,-3.40E-03
4627,-6.70E-03
4628,-1.23E-02
4629,-1.96E-02
4630,-2.93E-02
4631,-4.13E-02
4632,-5.26E-02
4633,-6.76E-02
4634,-8.24E-02
4635,-9.44E-02
4636,-0.107341923
4637,-0.118602343
4638,-0.12552461
4639,-0.127132788
4640,-0.12832135
4641,-0.12444178
4642,-0.113705121
4643,-0.098478764
4644,-0.081713006
4645,-6.22E-02
4646,-3.70E-02
4647,-1.04E-02
4648,1.38E-02
4649,3.82E-02
4650,6.42E-02
4651,8.85E-02
4652,0.107346721
4653,0.121479027
4654,0.136699721
4655,0.143345818
4656,0.140511394
4657,0.13783823
4658,0.127732858
4659,0.107417531
4660,9.25E-02
4661,7.18E-02
4662,4.70E-02
4663,2.96E-02
4664,9.91E-03
4665,-6.88E-03
4666,-2.10E-02
4667,-2.64E-02
4668,-3.24E-02
4669,-2.65E-02
4670,-8.22E-03
4671,1.58E-02
4672,5.38E-02
4673,9.20E-02
4674,0.125267759
4675,0.144033477
4676,0.139180154
4677,0.108748563
4678,6.17E-02
4679,0.010485784
4680,-2.72E-02
4681,-3.91E-02
4682,-1.83E-02
4683,2.88E-02
4684,8.33E-02
4685,0.136657462
4686,0.152022511
4687,0.147560045
4688,0.108666658
4689,6.04E-02
4690,1.54E-02
4691,-9.80E-03
4692,-2.09E-02
4693,-1.08E-02
4694,1.05E-02
4695,3.18E-02
4696,4.11E-02
4697,3.35E-02
4698,7.03E-03
4699,-3.05E-02
4700,-7.95E-02
4701,-0.112603605
4702,-0.122917071
4703,-0.114089638
4704,-7.76E-02
4705,-2.93E-02
4706,1.82E-02
4707,4.76E-02
4708,5.36E-02
4709,3.89E-02
4710,1.07E-02
4711,-1.81E-02
4712,-3.24E-02
4713,-2.95E-02
4714,-1.21E-02
4715,1.99E-02
4716,5.34E-02
4717,0.08138077
4718,9.67E-02
4719,0.100987867
4720,9.11E-02
4721,7.11E-02
4722,5.25E-02
4723,3.00E-02
4724,1.46E-02
4725,5.24E-03
4726,8.34E-04
4727,4.30E-03
4728,1.37E-02
4729,2.81E-02
4730,4.72E-02
4731,6.73E-02
4732,8.94E-02
4733,0.104062416
4734,0.117501028
4735,0.12141899
4736,0.114438966
4737,0.101270363
4738,7.73E-02
4739,0.051039457
4740,1.82E-02
4741,-1.21E-02
4742,-4.10E-02
4743,-7.03E-02
4744,-9.02E-02
4745,-0.106400311
4746,-0.111942269
4747,-0.110471427
4748,-0.10338489
4749,-8.64E-02
4750,-7.10E-02
4751,-4.70E-02
4752,-2.62E-02
4753,-1.19E-03
4754,2.50E-02
4755,4.86E-02
4756,7.92E-02
4757,0.100840516
4758,0.126859426
4759,0.140862599
4760,0.150282353
4761,0.147687688
4762,0.131683201
4763,0.108549848
4764,7.00E-02
4765,2.92E-02
4766,-1.77E-02
4767,-6.85E-02
4768,-0.114249803
4769,-0.157401457
4770,-0.189801306
4771,-0.207814425
4772,-0.220796332
4773,-0.208196819
4774,-0.198013783
4775,-0.167473614
4776,-0.137306854
4777,-0.102577277
4778,-6.33E-02
4779,-2.99E-02
4780,8.96E-03
4781,4.74E-02
4782,0.08205016
4783,0.131048471
4784,0.167697936
4785,0.212597027
4786,0.24302043
4787,0.263409734
4788,0.266564667
4789,0.244460747
4790,0.201993302
4791,0.136350602
4792,5.84E-02
4793,-2.68E-02
4794,-0.105961338
4795,-0.171588719
4796,-0.22230573
4797,-0.243993357
4798,-0.259128749
4799,-0.239163667
4800,-0.228822649
4801,-0.19025825
4802,-0.158913791
4803,-0.117921829
4804,-7.34E-02
4805,-3.24E-02
4806,1.73E-02
4807,6.39E-02
4808,0.106363229
4809,0.150094897
4810,0.166905224
4811,0.1673581
4812,0.132466555
4813,6.87E-02
4814,-0.018223051
4815,-9.61E-02
4816,-0.164974898
4817,-0.19061777
4818,-0.159291387
4819,-9.11E-02
4820,-6.15E-03
4821,6.41E-02
4822,7.48E-02
4823,1.47E-02
4824,-8.25E-02
4825,-0.183576331
4826,-0.251322895
4827,-0.271902144
4828,-0.239664838
4829,-0.167142525
4830,-8.03E-02
4831,-5.66E-03
4832,5.94E-02
4833,9.89E-02
4834,0.114645369
4835,0.110149153
4836,8.32E-02
4837,5.76E-02
4838,2.61E-02
4839,-8.50E-03
4840,-3.81E-02
4841,-5.85E-02
4842,-7.69E-02
4843,-8.97E-02
4844,-8.61E-02
4845,-8.25E-02
4846,-6.95E-02
4847,-4.26E-02
4848,-2.31E-02
4849,3.26E-03
4850,2.51E-02
4851,3.53E-02
4852,3.86E-02
4853,2.20E-02
4854,-8.50E-04
4855,-3.58E-02
4856,-7.13E-02
4857,-0.105246283
4858,-0.134580001
4859,-0.146295741
4860,-0.1621259
4861,-0.156749696
4862,-0.146132439
4863,-0.136504129
4864,-0.109354027
4865,-9.44E-02
4866,-7.65E-02
4867,-4.91E-02
4868,-3.61E-02
4869,-0.019210247
4870,4.99E-04
4871,0.021005793
4872,4.00E-02
4873,6.11E-02
4874,9.49E-02
4875,0.120319016
4876,0.151372492
4877,0.190459967
4878,0.209375292
4879,0.239402235
4880,0.25118795
4881,0.240857974
4882,0.222538292
4883,0.171258569
4884,0.112280175
4885,3.60E-02
4886,-4.33E-02
4887,-0.11345166
4888,-0.171957105
4889,-0.205164447
4890,-0.22126694
4891,-0.214229494
4892,-0.194501996
4893,-0.169385031
4894,-0.137786239
4895,-0.107661873
4896,-8.12E-02
4897,-5.55E-02
4898,-0.034719318
4899,-2.04E-02
4900,-9.16E-03
4901,6.24E-05
4902,4.96E-03
4903,5.36E-03
4904,1.59E-03
4905,-5.81E-03
4906,-1.61E-02
4907,-2.85E-02
4908,-4.18E-02
4909,-6.37E-02
4910,-9.37E-02
4911,-0.121346958
4912,-0.145635158
4913,-0.176619038
4914,-0.219934449
4915,-0.252529293
4916,-0.270560771
4917,-0.301593989
4918,-0.321444035
4919,-0.319638997
4920,-0.306393951
4921,-0.286253393
4922,-0.243735835
4923,-0.184186757
4924,-0.120739564
4925,-4.80E-02
4926,3.10E-02
4927,0.101014897
4928,0.159062147
4929,0.209627584
4930,0.239966527
4931,0.252697289
4932,0.252419919
4933,0.239794865
4934,0.215579718
4935,0.186701894
4936,0.156488046
4937,0.124292023
4938,9.27E-02
4939,6.48E-02
4940,4.14E-02
4941,2.23E-02
4942,2.19E-03
4943,-1.48E-02
4944,-2.83E-02
4945,-3.85E-02
4946,-4.54E-02
4947,-4.94E-02
4948,-5.07E-02
4949,-4.94E-02
4950,-0.051855419
4951,-5.29E-02
4952,-5.26E-02
4953,-5.09E-02
4954,-4.77E-02
4955,-4.34E-02
4956,-3.77E-02
4957,-3.08E-02
4958,-0.022752957
4959,-1.35E-02
4960,-3.22E-03
4961,7.89E-03
4962,1.93E-02
4963,3.05E-02
4964,4.12E-02
4965,0.05083954
4966,5.87E-02
4967,6.40E-02
4968,6.60E-02
4969,6.40E-02
4970,5.72E-02
4971,4.51E-02
4972,2.78E-02
4973,5.36E-03
4974,-2.09E-02
4975,-5.14E-02
4976,-8.31E-02
4977,-0.110994101
4978,-0.131708294
4979,-0.140390053
4980,-0.133632228
4981,-0.108936474
4982,-6.58E-02
4983,-7.31E-03
4984,6.13E-02
4985,0.130514145
4986,0.190170348
4987,0.231127098
4988,0.254446417
4989,0.259223491
4990,0.233074665
4991,0.181455716
4992,0.111916758
4993,3.26E-02
4994,-4.90E-02
4995,-0.126248464
4996,-0.194872499
4997,-0.252230257
4998,-0.295963079
4999,-0.325356334
5000,-0.340223342
5001,-0.340085477
5002,-0.326720864
5003,-0.300617158
5004,-0.2642501
5005,-0.21902664
5006,-0.167535231
5007,-0.109771252
5008,-0.04765087
5009,1.59E-02
5010,7.76E-02
5011,0.13379012
5012,0.180879906
5013,0.216325596
5014,0.242353573
5015,0.264267772
5016,0.271972269
5017,0.266384572
5018,0.246599287
5019,0.214603156
5020,0.180310726
5021,0.140503049
5022,9.67E-02
5023,4.82E-02
5024,-4.66E-03
5025,-5.43E-02
5026,-9.94E-02
5027,-0.139102519
5028,-0.175466597
5029,-0.206798807
5030,-0.227866322
5031,-0.237541437
5032,-0.236496314
5033,-0.226225823
5034,-0.20813553
5035,-0.183808848
5036,-0.150032267
5037,-0.110497333
5038,-6.79E-02
5039,-2.32E-02
5040,2.09E-02
5041,6.41E-02
5042,0.105019897
5043,0.143468335
5044,0.17832765
5045,0.208821028
5046,0.236087099
5047,0.25786984
5048,0.275212914
5049,0.288176984
5050,0.296218544
5051,0.299362034
5052,0.300242007
5053,0.302191049
5054,0.300952166
5055,0.296998173
5056,0.289480507
5057,0.278853029
5058,0.265349865
5059,0.24788326
5060,0.226556897
5061,0.201852903
5062,0.173087776
5063,0.146372497
5064,0.120131984
5065,9.32E-02
5066,6.81E-02
5067,4.58E-02
5068,2.90E-02
5069,1.77E-02
5070,1.92E-02
5071,3.00E-02
5072,4.81E-02
5073,7.36E-02
5074,0.102578372
5075,0.134062335
5076,0.165440097
5077,0.197548687
5078,0.229604796
5079,0.257528067
5080,0.28063491
5081,0.299138635
5082,0.313361287
5083,0.324409485
5084,0.332587838
5085,0.338570714
5086,0.342752397
5087,0.347367257
5088,0.353440255
5089,0.357056618
5090,0.357753515
5091,0.355802119
5092,0.350442916
5093,0.34158805
5094,0.328528315
5095,0.322036177
5096,0.313389808
5097,0.298811823
5098,0.278012246
5099,0.250652403
5100,0.223982289
5101,0.206055731
5102,0.182572931
5103,0.153765574
5104,0.119960457
5105,9.42E-02
5106,7.04E-02
5107,4.46E-02
5108,1.71E-02
5109,-1.14E-02
5110,-3.91E-02
5111,-6.55E-02
5112,-0.089816116
5113,-0.113412865
5114,-0.148334578
5115,-0.178274691
5116,-0.202810436
5117,-0.221809134
5118,-0.245849401
5119,-0.273285538
5120,-0.29376626
5121,-0.307470828
5122,-0.314955533
5123,-0.317969203
5124,-0.327016622
5125,-0.331339121
5126,-0.33168754
5127,-0.329091042
5128,-0.323842764
5129,-0.317005962
5130,-0.309435219
5131,-0.301475972
5132,-0.295272142
5133,-0.290366203
5134,-0.286071271
5135,-0.283117175
5136,-0.281883389
5137,-0.281185985
5138,-0.282842249
5139,-0.285869211
5140,-0.290172309
5141,-0.2966429
5142,-0.304330498
5143,-0.313233554
5144,-0.323145688
5145,-0.333361268
5146,-0.344406009
5147,-0.354798675
5148,-0.363910139
5149,-0.37128979
5150,-0.376121134
5151,-0.376602113
5152,-0.376688451
5153,-0.371230811
5154,-0.359724611
5155,-0.341682404
5156,-0.317107171
5157,-0.285105646
5158,-0.247187003
5159,-0.203780532
5160,-0.15608862
5161,-0.105386809
5162,-5.97E-02
5163,-1.64E-02
5164,2.35E-02
5165,5.83E-02
5166,8.50E-02
5167,0.10118106
5168,0.104554512
5169,9.21E-02
5170,0.070329338
5171,0.041006401
5172,4.85E-03
5173,-3.95E-02
5174,-8.48E-02
5175,-0.124519743
5176,-0.158884749
5177,-0.185321957
5178,-0.211179525
5179,-0.226638377
5180,-0.229077131
5181,-0.221553832
5182,-0.203600258
5183,-0.181138381
5184,-0.162074953
5185,-0.136029273
5186,-0.105751432
5187,-7.40E-02
5188,-4.11E-02
5189,-8.62E-03
5190,0.022488585
5191,5.18E-02
5192,7.92E-02
5193,0.103325985
5194,0.125622436
5195,0.143940851
5196,0.158244014
5197,0.167186335
5198,0.168658242
5199,0.162203819
5200,0.150964946
5201,0.133811578
5202,0.110681191
5203,7.89E-02
5204,4.30E-02
5205,1.08E-02
5206,-1.65E-02
5207,-3.87E-02
5208,-0.051677905
5209,-4.96E-02
5210,-3.32E-02
5211,-6.92E-03
5212,2.51E-02
5213,6.51E-02
5214,0.108407706
5215,0.152135968
5216,0.192107365
5217,0.227323234
5218,0.25776574
5219,0.282451987
5220,0.300961882
5221,0.31298238
5222,0.319069237
5223,0.319708437
5224,0.315045923
5225,0.306657076
5226,0.299592048
5227,0.288678765
5228,0.274133652
5229,0.256115913
5230,0.234881774
5231,0.210630387
5232,0.183614597
5233,0.154263601
5234,0.122942142
5235,9.04E-02
5236,5.77E-02
5237,3.16E-02
5238,9.47E-03
5239,-0.010637566
5240,-2.73E-02
5241,-3.91E-02
5242,-4.49E-02
5243,-4.56E-02
5244,-4.17E-02
5245,-3.26E-02
5246,-1.93E-02
5247,-3.14E-03
5248,0.014143861
5249,3.11E-02
5250,0.04504035
5251,0.052987702
5252,0.052646566
5253,5.30E-02
5254,0.041344415
5255,1.73E-02
5256,-1.69E-02
5257,-5.61E-02
5258,-0.098674089
5259,-0.139951602
5260,-0.170684844
5261,-0.186681688
5262,-0.19137229
5263,-0.174167439
5264,-0.136809573
5265,-9.08E-02
5266,-4.43E-02
5267,1.56E-03
5268,3.82E-02
5269,5.84E-02
5270,6.27E-02
5271,5.52E-02
5272,3.89E-02
5273,1.88E-02
5274,4.46E-03
5275,4.41E-03
5276,1.84E-02
5277,4.09E-02
5278,0.06646625
5279,8.94E-02
5280,9.83E-02
5281,8.94E-02
5282,6.39E-02
5283,2.80E-02
5284,-1.43E-02
5285,-5.29E-02
5286,-7.80E-02
5287,-8.46E-02
5288,-7.30E-02
5289,-4.92E-02
5290,-1.46E-02
5291,0.020318653
5292,4.74E-02
5293,6.00E-02
5294,5.99E-02
5295,4.97E-02
5296,0.029315609
5297,5.16E-03
5298,-1.53E-02
5299,-2.74E-02
5300,-3.14E-02
5301,-0.028371425
5302,-1.96E-02
5303,-9.28E-03
5304,-1.84E-03
5305,-1.49E-05
5306,-4.10E-03
5307,-1.20E-02
5308,-1.97E-02
5309,-2.27E-02
5310,-1.81E-02
5311,-5.56E-03
5312,1.45E-02
5313,3.88E-02
5314,5.93E-02
5315,6.85E-02
5316,6.13E-02
5317,3.63E-02
5318,-4.62E-03
5319,-0.061371598
5320,-0.121620536
5321,-0.171706483
5322,-0.200371012
5323,-0.201639086
5324,-0.178574815
5325,-0.127675071
5326,-5.54E-02
5327,2.83E-02
5328,0.111848295
5329,0.184132829
5330,0.234405965
5331,0.254382133
5332,0.238747448
5333,0.187410206
5334,0.107226424
5335,9.45E-03
5336,-8.83E-02
5337,-0.165986583
5338,-0.20907639
5339,-0.211274371
5340,-0.175398648
5341,-0.111134268
5342,-3.25E-02
5343,4.69E-02
5344,0.113379486
5345,0.157136247
5346,0.169407636
5347,0.145414457
5348,9.21E-02
5349,2.46E-02
5350,-3.73E-02
5351,-0.074577585
5352,-8.04E-02
5353,-5.85E-02
5354,-2.21E-02
5355,1.42E-02
5356,0.038493674
5357,4.33E-02
5358,2.59E-02
5359,-1.12E-02
5360,-0.061593059
5361,-0.117727809
5362,-0.168745682
5363,-0.202552885
5364,-0.21205014
5365,-0.190599307
5366,-0.137820974
5367,-6.12E-02
5368,2.64E-02
5369,0.11198698
5370,0.186463311
5371,0.242594451
5372,0.279081315
5373,0.297104061
5374,0.299566329
5375,0.290072799
5376,0.272722632
5377,0.250119597
5378,0.224831685
5379,0.198898956
5380,0.172881156
5381,0.150575578
5382,0.132156581
5383,0.115261845
5384,0.100149624
5385,8.60E-02
5386,7.34E-02
5387,6.17E-02
5388,5.04E-02
5389,5.20E-02
5390,0.054680947
5391,5.55E-02
5392,5.29E-02
5393,5.29E-02
5394,5.97E-02
5395,5.96E-02
5396,0.051587351
5397,4.55E-02
5398,3.70E-02
5399,2.07E-02
5400,-1.71E-03
5401,-0.029240133
5402,-5.94E-02
5403,-8.84E-02
5404,-0.123435393
5405,-0.156444371
5406,-0.174339786
5407,-0.178413182
5408,-0.17061536
5409,-0.137398094
5410,-8.24E-02
5411,-8.37E-03
5412,6.15E-02
5413,0.126211911
5414,0.155474052
5415,0.137668654
5416,8.32E-02
5417,-8.23E-03
5418,-0.102435604
5419,-0.190472052
5420,-0.257767975
5421,-0.284435004
5422,-0.297865927
5423,-0.271433115
5424,-0.240784764
5425,-0.193962589
5426,-0.144852951
5427,-0.103416272
5428,-5.86E-02
5429,-2.71E-02
5430,6.86E-03
5431,3.87E-02
5432,6.67E-02
5433,0.110285088
5434,0.135254443
5435,0.186234921
5436,0.210122868
5437,0.239561796
5438,0.245922029
5439,0.231823727
5440,0.203234956
5441,0.146668315
5442,8.26E-02
5443,9.62E-03
5444,-0.06348002
5445,-0.117547773
5446,-0.155072913
5447,-0.165526703
5448,-0.146503508
5449,-0.12249627
5450,-7.97E-02
5451,-4.04E-02
5452,-7.72E-03
5453,1.91E-02
5454,3.14E-02
5455,0.035317812
5456,3.04E-02
5457,2.18E-02
5458,0.007969931
5459,-8.96E-03
5460,-2.62E-02
5461,-4.09E-02
5462,-5.96E-02
5463,-0.073902354
5464,-7.84E-02
5465,-9.08E-02
5466,-9.09E-02
5467,-8.33E-02
5468,-7.86E-02
5469,-6.53E-02
5470,-0.049690306
5471,-3.71E-02
5472,-2.40E-02
5473,-1.24E-02
5474,-6.92E-03
5475,-4.11E-03
